feature_id,symbol,source
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P23.counts.txt.gz"
"HBEGF","HBEGF","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBB","HBB","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBD","HBD","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBG1","HBG1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBG2","HBG2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBE1","HBE1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBZ","HBZ","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBA2","HBA2","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBA1","HBA1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
"HBQ1","HBQ1","D:/OC_spatiogenomics/公开集/单细胞/raw_counts/GSE158722/GSE158722_P24.counts.txt.gz"
