"category","status","relative_path","size_bytes","modified"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\figures\top_CNV_expression_dosage_gene_expression_by_subcluster.png","4393","2026-07-08 13:13:07"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\reports\CNV_expression_joint_analysis_integrated_oc.txt","22424","2026-07-08 12:45:40"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\scripts\continue_cnv_expression_joint_analysis.R","7227","2026-07-08 13:11:48"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\scripts\extract_cnv_expression_docx_text.py","1520","2026-07-08 12:45:17"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\scripts\run_cnv_expression_joint_analysis.R","21554","2026-07-08 12:54:13"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\scripts\write_cnv_expression_joint_report.py","8275","2026-07-08 13:15:51"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\CNV_expression_joint_analysis_integrated_oc (1).docx","47654","2026-07-08 12:54:47"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\CNV_expression_joint_analysis_integrated_oc_extracted_plan.txt","22424","2026-07-08 12:45:40"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\infercnv_cell_to_subclone_k5.csv","661285","2026-07-08 12:54:47"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\infercnv_subclone_cnv_regions_k5.csv","169980","2026-07-08 12:54:47"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\infercnv_subcluster_to_subclone_k5.csv","2663","2026-07-08 12:54:47"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\integrated_oc_infercnv_plan_task_breakdown_and_results.md","10016","2026-07-08 12:54:47"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\integrated_oc_metadata_with_cnv_TNK_myeloid_B_subtypes.csv","8564349","2026-07-08 12:54:47"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\source\lr_top_distinct_LR_pairs_involving_cnv_subclones.csv","32261","2026-07-08 12:54:47"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\cell_level_CNV_burden_and_clone_metadata.csv","5552832","2026-07-08 12:55:42"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\chromosome_level_CNV_score_by_clone.csv","2096","2026-07-08 12:55:42"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_clone_burden_summary.csv","382","2026-07-08 12:55:40"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_clone_DEG_single_cell_wilcoxon_one_vs_rest.csv","755094","2026-07-08 13:10:12"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_clone_functional_and_TF_activity_summary.csv","8762","2026-07-08 12:56:09"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_clone_functional_summary.csv","2858","2026-07-08 13:13:08"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_clone_top20_markers_per_clone.csv","11819","2026-07-08 13:10:12"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_expression_dosage_correlation_by_infercnv_subcluster.csv","552021","2026-07-08 13:13:06"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_expression_dosage_genes_positive_rho_padj005.csv","82468","2026-07-08 13:13:06"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\cnv_gene_state_matrix_gene_by_infercnv_subcluster.rds","38510","2026-07-08 12:55:40"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_transcriptome_coupling_spearman_correlation_matrix.csv","4738","2026-07-08 13:13:08"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\CNV_transcriptome_coupling_spearman_pairs.csv","9512","2026-07-08 13:13:08"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\integrated_oc_metadata_with_CNV_clone_and_subtypes.csv","9253094","2026-07-08 12:55:37"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\pseudo_bulk_DEG_limma_clone_vs_Subclone_01.csv","10233361","2026-07-08 13:10:22"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\pseudo_bulk_sample_clone_metadata.csv","569","2026-07-08 13:10:22"
"02_cnv_expression_state_analysis","classified","02_cnv_expression_state_analysis\CNV_expression_joint_analysis_integrated_oc\tables\tumor_cell_CNV_burden_signature_TF_scores.csv","2321212","2026-07-08 12:56:09"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig1_SPP1_bubble_plot_data.csv","15504","2026-07-08 20:06:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig1_SPP1_ITGB1_CD44_bubble_heatmap.pdf","12755","2026-07-08 20:05:53"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig1_SPP1_ITGB1_CD44_bubble_heatmap.png","168253","2026-07-08 20:05:56"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig2_source_SPP1_expression_data.csv","940","2026-07-08 20:06:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig2_SPP1_ligand_receptor_expression_dotplot.pdf","9916","2026-07-08 20:05:57"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig2_SPP1_ligand_receptor_expression_dotplot.png","154702","2026-07-08 20:06:00"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig2_target_ITGB1_CD44_expression_data.csv","789","2026-07-08 20:06:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig3_LR_axis_priority_plot.pdf","7238","2026-07-08 20:06:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig3_LR_axis_priority_plot.png","96051","2026-07-08 20:06:02"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig3_LR_axis_priority_summary.csv","1891","2026-07-08 20:06:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig4_network_edge_data.csv","4760","2026-07-08 20:06:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig4_SPP1_myeloid_to_CNV_network.pdf","14801","2026-07-08 20:06:03"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\Fig4_SPP1_myeloid_to_CNV_network.png","97398","2026-07-08 20:06:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\README_SPP1_ITGB1_CD44_figures.md","514","2026-07-08 20:06:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\LR_SPP1_ITGB1_CD44_figures\run_focused_LR_SPP1_ITGB1_CD44_figures.R","15331","2026-07-08 20:05:27"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\clone_tumor_identity_receptor_dotplot.pdf","12304","2026-07-08 19:18:02"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\clone_tumor_identity_receptor_dotplot.png","96912","2026-07-08 19:18:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\pseudo_bulk_focus_0204_GSEA_curated_pathways.pdf","4688","2026-07-08 19:18:37"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\pseudo_bulk_focus_0204_GSEA_curated_pathways.png","37842","2026-07-08 19:18:37"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\pseudo_bulk_focus_0204_vs_others_volcano.pdf","1162060","2026-07-08 19:18:36"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\pseudo_bulk_focus_0204_vs_others_volcano.png","247538","2026-07-08 19:18:33"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\sample_stratified_receptor_program_scores.pdf","11572","2026-07-08 19:18:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\sample_stratified_receptor_program_scores.png","146437","2026-07-08 19:18:06"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\SPP1_ITGB1_CD44_focused_LR_sender_receiver_heatmap.pdf","5967","2026-07-08 19:24:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\figures\SPP1_ITGB1_CD44_focused_LR_sender_receiver_heatmap.png","70133","2026-07-08 19:24:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\scripts\bulk_interaction_cox_model_template.R","309","2026-07-08 19:24:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\scripts\run_spp1_itgb1_cd44_hypothesis_validation.R","25788","2026-07-08 19:16:35"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_report.md","3728","2026-07-08 19:25:18"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_report.txt","3728","2026-07-08 19:25:18"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\bulk_interaction_model_required_inputs.csv","661","2026-07-08 19:24:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\CellChat_run_status.csv","59","2026-07-08 19:24:00"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\CellChat_subset_selected_sender_receiver_interactions.csv","7952","2026-07-08 19:24:00"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\clone_malignant_identity_receptor_stability_summary.csv","856","2026-07-08 19:18:03"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\clone_marker_receptor_expression_summary.csv","10991","2026-07-08 19:17:59"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\focus_clone_02_04_vs_others_sample_stratified_tests.csv","847","2026-07-08 19:18:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\focused_LR_predefined_axes_senders_to_Subclone02_04.csv","4243","2026-07-08 19:18:37"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\focused_LR_ranked_all_pairs_selected_senders_receivers.csv","5220","2026-07-08 19:18:37"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\marker_gene_presence_in_integrated_oc.csv","353","2026-07-08 19:17:58"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\orthogonal_CNV_method_status_CopyKAT_CaSpER.csv","415","2026-07-08 19:24:02"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\pseudo_bulk_focus_0204_GSEA_curated_pathways.csv","1010","2026-07-08 19:18:27"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\pseudo_bulk_limma_focus_Subclone02_04_vs_others.csv","3033378","2026-07-08 19:18:10"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\pseudo_bulk_sample_clone_metadata_focus_0204.csv","865","2026-07-08 19:18:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\sample_batch_stratified_receptor_program_scores.csv","2461","2026-07-08 19:18:04"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\spatial_validation_marker_panel.csv","602","2026-07-08 19:24:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\spatial_validation_scoring_strategy.csv","610","2026-07-08 19:24:01"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\SPP1_axis_target_program_proxy_enrichment.csv","303","2026-07-08 19:18:37"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation\tables\tumor_cell_marker_receptor_scores.csv","1040934","2026-07-08 19:18:03"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_OS_adjusted_interaction_forest.pdf","5138","2026-07-09 0:16:09"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_OS_adjusted_interaction_forest.png","23220","2026-07-09 0:16:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_OS_core_interaction_forest.pdf","5113","2026-07-09 0:16:09"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_OS_core_interaction_forest.png","21924","2026-07-09 0:16:09"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_PFS_adjusted_interaction_forest.pdf","5034","2026-07-09 0:16:09"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_PFS_adjusted_interaction_forest.png","22026","2026-07-09 0:16:09"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_PFS_core_interaction_forest.pdf","5021","2026-07-09 0:16:10"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\bulk_PFS_core_interaction_forest.png","21616","2026-07-09 0:16:09"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\clone_tumor_identity_receptor_dotplot.png","96912","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\pseudo_bulk_focus_0204_GSEA_curated_pathways.png","37842","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\pseudo_bulk_focus_0204_vs_others_volcano.png","247538","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\sample_stratified_receptor_program_scores.png","146437","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\figures\SPP1_ITGB1_CD44_focused_LR_sender_receiver_heatmap.png","70133","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\new_package_runs\integrated_oc_subclone0204_sampled_copykat_bin_by_cell_heatmap.jpeg","758238","2026-07-09 0:30:35"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\new_package_runs\integrated_oc_subclone0204_sampled_copykat_final_results_bin_by_cell.txt","110826863","2026-07-09 0:29:25"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\new_package_runs\integrated_oc_subclone0204_sampled_copykat_prediction.csv","22293","2026-07-09 0:30:35"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\new_package_runs\integrated_oc_subclone0204_sampled_copykat_prediction.txt","22293","2026-07-09 0:28:52"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\new_package_runs\integrated_oc_subclone0204_sampled_copykat_raw_results_bin_by_cell.txt","110003042","2026-07-09 0:27:22"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\new_package_runs\integrated_oc_subclone0204_sampled_copykat_raw_results_gene_by_cell.txt","56104431","2026-07-09 0:23:49"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\scripts\run_new_package_focused_validation_checks.R","8431","2026-07-09 0:19:52"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\scripts\run_spp1_hypothesis_complete_bulk_validation.R","20570","2026-07-09 0:32:03"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\SPP1_ITGB1_CD44_complete_validation_report.md","5991","2026-07-09 0:31:49"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\bulk_cox_interaction_results.csv","7556","2026-07-09 0:16:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\bulk_cox_model_coefficients.csv","53226","2026-07-09 0:16:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\bulk_cox_model_status.csv","2966","2026-07-09 0:16:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\bulk_meta_interaction_summary.csv","550","2026-07-09 0:16:08"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\bulk_signature_scores_merged.csv","303616","2026-07-09 0:16:07"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\CellChat_subset_selected_sender_receiver_interactions.csv","7952","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\clone_malignant_identity_receptor_stability_summary.csv","856","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\complete_validation_section_status.csv","720","2026-07-09 0:32:21"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\CopyKAT_sampled_cells_known_groups.csv","39194","2026-07-09 0:21:36"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\CopyKAT_sampled_prediction_summary_by_known_group.csv","176","2026-07-09 0:30:35"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\CopyKAT_sampled_prediction_with_known_subclone.csv","60926","2026-07-09 0:30:35"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\focused_LR_predefined_axes_senders_to_Subclone02_04.csv","4243","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\GSE102094_signature_gene_coverage.csv","597","2026-07-09 0:15:47"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\GSE140082_signature_gene_coverage.csv","547","2026-07-09 0:16:00"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\GSE32062_signature_gene_coverage.csv","601","2026-07-09 0:15:55"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\GSE49997_signature_gene_coverage.csv","564","2026-07-09 0:16:07"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\LIANA_consensus_focus_pair_presence.csv","938","2026-07-09 0:20:34"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\new_R_package_focused_validation_status.csv","645","2026-07-09 0:30:46"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\NicheNet_focus_geneinfo_presence.csv","320","2026-07-09 0:20:43"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\pseudo_bulk_focus_0204_GSEA_curated_pathways.csv","1010","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\pseudo_bulk_limma_focus_Subclone02_04_vs_others.csv","3033378","2026-07-09 0:16:12"
"03_spp1_cd44_itgb1_hypothesis_validation","classified","03_spp1_cd44_itgb1_hypothesis_validation\SPP1_ITGB1_CD44_hypothesis_validation_complete\tables\R_package_status_for_complete_validation.csv","286","2026-07-09 0:16:12"
