dataset_id,lineage,strategy,variable,association_type,association_value,status
"GSE158722","Epithelial_like","B_harmony_patient","patient_id","cramers_v",0.353008483901658,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_patient","timepoint","cramers_v",0.199369990268887,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_patient","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Epithelial_like","B_harmony_sample","nCount_RNA","eta_squared",0.077899893837102,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_sample","nFeature_RNA","eta_squared",0.453631956291134,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_sample","percent.mt","eta_squared",0.115051137551384,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_sample","doublet_score","eta_squared",0.119407381765445,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_sample","sample_id","cramers_v",0.394151180441233,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_sample","patient_id","cramers_v",0.363325712873603,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_sample","timepoint","cramers_v",0.192692157799461,"COMPLETE"
"GSE158722","Epithelial_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Fibroblast_like","A_uncorrected","nCount_RNA","eta_squared",0.306148900849,"COMPLETE"
"GSE158722","Fibroblast_like","A_uncorrected","nFeature_RNA","eta_squared",0.620498729212613,"COMPLETE"
"GSE158722","Fibroblast_like","A_uncorrected","percent.mt","eta_squared",0.156856503176038,"COMPLETE"
"GSE158722","Fibroblast_like","A_uncorrected","doublet_score","eta_squared",0.0587589885279828,"COMPLETE"
"GSE158722","Fibroblast_like","A_uncorrected","sample_id","cramers_v",0.615791258922736,"COMPLETE"
"GSE158722","Fibroblast_like","A_uncorrected","patient_id","cramers_v",0.588744935062153,"COMPLETE"
"GSE158722","Fibroblast_like","A_uncorrected","timepoint","cramers_v",0.590238306846205,"COMPLETE"
"GSE158722","Fibroblast_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Fibroblast_like","B_harmony_patient","nCount_RNA","eta_squared",0.0649391330442947,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_patient","nFeature_RNA","eta_squared",0.433827254851863,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_patient","percent.mt","eta_squared",0.0308510856121431,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_patient","doublet_score","eta_squared",0.0191891493922482,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_patient","sample_id","cramers_v",0.269272766005852,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_patient","patient_id","cramers_v",0.238792658154543,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_patient","timepoint","cramers_v",0.1936325691041,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_patient","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Fibroblast_like","B_harmony_sample","nCount_RNA","eta_squared",0.0671976016558761,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_sample","nFeature_RNA","eta_squared",0.469290462901129,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_sample","percent.mt","eta_squared",0.053272697515799,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_sample","doublet_score","eta_squared",0.0253776923301645,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_sample","sample_id","cramers_v",0.276411540227041,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_sample","patient_id","cramers_v",0.256212213688059,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_sample","timepoint","cramers_v",0.202557410897184,"COMPLETE"
"GSE158722","Fibroblast_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Myeloid_like","A_uncorrected","nCount_RNA","eta_squared",0.313612569117956,"COMPLETE"
"GSE158722","Myeloid_like","A_uncorrected","nFeature_RNA","eta_squared",0.699751846118155,"COMPLETE"
"GSE158722","Myeloid_like","A_uncorrected","percent.mt","eta_squared",0.188421800783787,"COMPLETE"
"GSE158722","Myeloid_like","A_uncorrected","doublet_score","eta_squared",0.132802580766239,"COMPLETE"
"GSE158722","Myeloid_like","A_uncorrected","sample_id","cramers_v",0.446170766969718,"COMPLETE"
"GSE158722","Myeloid_like","A_uncorrected","patient_id","cramers_v",0.276395681715048,"COMPLETE"
"GSE158722","Myeloid_like","A_uncorrected","timepoint","cramers_v",0.587169055072757,"COMPLETE"
"GSE158722","Myeloid_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Myeloid_like","B_harmony_patient","nCount_RNA","eta_squared",0.306973521556737,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_patient","nFeature_RNA","eta_squared",0.695477610434717,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_patient","percent.mt","eta_squared",0.175119347973992,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_patient","doublet_score","eta_squared",0.139422788545975,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_patient","sample_id","cramers_v",0.377141858076604,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_patient","patient_id","cramers_v",0.131089783692047,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_patient","timepoint","cramers_v",0.439864719783243,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_patient","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","Myeloid_like","B_harmony_sample","nCount_RNA","eta_squared",0.26447111865175,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_sample","nFeature_RNA","eta_squared",0.606089854442089,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_sample","percent.mt","eta_squared",0.1012186169384,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_sample","doublet_score","eta_squared",0.1280042658555,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_sample","sample_id","cramers_v",0.190213682313054,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_sample","patient_id","cramers_v",0.099867308545654,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_sample","timepoint","cramers_v",0.2089723935245,"COMPLETE"
"GSE158722","Myeloid_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","T_NK_like","A_uncorrected","nCount_RNA","eta_squared",0.387445570000493,"COMPLETE"
"GSE158722","T_NK_like","A_uncorrected","nFeature_RNA","eta_squared",0.290137091165829,"COMPLETE"
"GSE158722","T_NK_like","A_uncorrected","percent.mt","eta_squared",0.0544780842969159,"COMPLETE"
"GSE158722","T_NK_like","A_uncorrected","doublet_score","eta_squared",0.0342012376116167,"COMPLETE"
"GSE158722","T_NK_like","A_uncorrected","sample_id","cramers_v",0.54178698139703,"COMPLETE"
"GSE158722","T_NK_like","A_uncorrected","patient_id","cramers_v",0.534563525962711,"COMPLETE"
"GSE158722","T_NK_like","A_uncorrected","timepoint","cramers_v",0.677875234552441,"COMPLETE"
"GSE158722","T_NK_like","A_uncorrected","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","T_NK_like","B_harmony_patient","nCount_RNA","eta_squared",0.409450714416776,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_patient","nFeature_RNA","eta_squared",0.361204543433074,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_patient","percent.mt","eta_squared",0.0676699008740184,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_patient","doublet_score","eta_squared",0.0427076851835599,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_patient","sample_id","cramers_v",0.462509811563021,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_patient","patient_id","cramers_v",0.449206909235958,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_patient","timepoint","cramers_v",0.616723048944726,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_patient","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
"GSE158722","T_NK_like","B_harmony_sample","nCount_RNA","eta_squared",0.411611994928213,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_sample","nFeature_RNA","eta_squared",0.364283968382873,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_sample","percent.mt","eta_squared",0.0814620500084598,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_sample","doublet_score","eta_squared",0.0506747739207811,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_sample","sample_id","cramers_v",0.448121396802064,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_sample","patient_id","cramers_v",0.438467102468652,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_sample","timepoint","cramers_v",0.627178874562641,"COMPLETE"
"GSE158722","T_NK_like","B_harmony_sample","treatment","cramers_v",NA,"SKIPPED_METADATA_UNAVAILABLE"
