"cell_group_name","cnv_name","state","chr","start","end","cnv_subclone","event"
"observation.observation_s16","chr4-region_633",4,"chr4",107989714,189963204,"Subclone_01","gain"
"observation.observation_s16","chr6-region_636",2,"chr6",26103876,33416453,"Subclone_01","loss"
"observation.observation_s16","chr6-region_638",4,"chr6",41787662,133990432,"Subclone_01","gain"
"observation.observation_s16","chr7-region_641",4,"chr7",54752250,100707495,"Subclone_01","gain"
"observation.observation_s16","chr8-region_643",4,"chr8",614746,81284777,"Subclone_01","gain"
"observation.observation_s16","chr8-region_644",5,"chr8",81478419,145056030,"Subclone_01","gain"
"observation.observation_s16","chr9-region_645",4,"chr9",14521,34612104,"Subclone_01","gain"
"observation.observation_s16","chr10-region_647",2,"chr10",134465,63155031,"Subclone_01","loss"
"observation.observation_s16","chr11-region_649",4,"chr11",167784,2403878,"Subclone_01","gain"
"observation.observation_s16","chr11-region_651",4,"chr11",67991104,102378670,"Subclone_01","gain"
"observation.observation_s16","chr11-region_653",2,"chr11",118572390,134253370,"Subclone_01","loss"
"observation.observation_s16","chr12-region_655",4,"chr12",111839764,132956304,"Subclone_01","gain"
"observation.observation_s16","chr16-region_659",4,"chr16",46407,4847342,"Subclone_01","gain"
"observation.observation_s16","chr16-region_661",4,"chr16",72054592,89968060,"Subclone_01","gain"
"observation.observation_s16","chr17-region_663",2,"chr17",1829702,39927601,"Subclone_01","loss"
"observation.observation_s16","chr17-region_665",2,"chr17",64002594,83095119,"Subclone_01","loss"
"observation.observation_s16","chr19-region_667",2,"chr19",507497,6751526,"Subclone_01","loss"
"observation.observation_s16","chr20-region_669",4,"chr20",407498,45410610,"Subclone_01","gain"
"observation.observation_s16","chr20-region_670",5,"chr20",45416067,64287821,"Subclone_01","gain"
"observation.observation_s16","chr22-region_673",2,"chr22",30262829,50628173,"Subclone_01","loss"
"observation.observation_s15","chr1-region_674",2,"chr1",944204,29120046,"Subclone_02","loss"
"observation.observation_s15","chr1-region_676",4,"chr1",33007940,40097727,"Subclone_02","gain"
"observation.observation_s15","chr1-region_677",5,"chr1",40344850,84574480,"Subclone_02","gain"
"observation.observation_s15","chr1-region_678",4,"chr1",85249953,95247225,"Subclone_02","gain"
"observation.observation_s15","chr1-region_680",4,"chr1",121087345,150513789,"Subclone_02","gain"
"observation.observation_s15","chr1-region_681",5,"chr1",150574551,153391188,"Subclone_02","gain"
"observation.observation_s15","chr1-region_682",6,"chr1",153534599,156766925,"Subclone_02","gain"
"observation.observation_s15","chr1-region_683",5,"chr1",156750610,162599842,"Subclone_02","gain"
"observation.observation_s15","chr1-region_684",4,"chr1",163111121,201509456,"Subclone_02","gain"
"observation.observation_s15","chr1-region_685",5,"chr1",201955491,247449108,"Subclone_02","gain"
"observation.observation_s15","chr2-region_687",2,"chr2",74361154,130190729,"Subclone_02","loss"
"observation.observation_s15","chr2-region_689",4,"chr2",169584340,216664436,"Subclone_02","gain"
"observation.observation_s15","chr3-region_692",2,"chr3",184314495,197956610,"Subclone_02","loss"
"observation.observation_s15","chr6-region_696",2,"chr6",27146418,33298401,"Subclone_02","loss"
"observation.observation_s15","chr6-region_698",4,"chr6",41158506,127343609,"Subclone_02","gain"
"observation.observation_s15","chr7-region_701",4,"chr7",44044640,99500324,"Subclone_02","gain"
"observation.observation_s15","chr8-region_703",4,"chr8",614746,81112068,"Subclone_02","gain"
"observation.observation_s15","chr8-region_704",5,"chr8",81280363,145056030,"Subclone_02","gain"
"observation.observation_s15","chr9-region_705",4,"chr9",14521,34651035,"Subclone_02","gain"
"observation.observation_s15","chr9-region_707",2,"chr9",86264546,137870016,"Subclone_02","loss"
"observation.observation_s15","chr10-region_708",2,"chr10",134465,68792377,"Subclone_02","loss"
"observation.observation_s15","chr10-region_710",2,"chr10",97426160,133421307,"Subclone_02","loss"
"observation.observation_s15","chr11-region_711",4,"chr11",167784,2403878,"Subclone_02","gain"
"observation.observation_s15","chr11-region_713",4,"chr11",62690275,105035250,"Subclone_02","gain"
"observation.observation_s15","chr11-region_715",2,"chr11",118344344,134253370,"Subclone_02","loss"
"observation.observation_s15","chr12-region_717",4,"chr12",47963569,57132139,"Subclone_02","gain"
"observation.observation_s15","chr12-region_719",4,"chr12",112418351,132956304,"Subclone_02","gain"
"observation.observation_s15","chr16-region_723",5,"chr16",46407,2020755,"Subclone_02","gain"
"observation.observation_s15","chr16-region_724",4,"chr16",2025356,4847342,"Subclone_02","gain"
"observation.observation_s15","chr16-region_726",4,"chr16",69741867,89968060,"Subclone_02","gain"
"observation.observation_s15","chr17-region_727",2,"chr17",439978,41528308,"Subclone_02","loss"
"observation.observation_s15","chr17-region_729",2,"chr17",59707192,83095119,"Subclone_02","loss"
"observation.observation_s15","chr19-region_731",2,"chr19",507497,8577577,"Subclone_02","loss"
"observation.observation_s15","chr20-region_733",4,"chr20",407498,35959472,"Subclone_02","gain"
"observation.observation_s15","chr20-region_734",5,"chr20",36045622,64287821,"Subclone_02","gain"
"observation.observation_s15","chr22-region_736",2,"chr22",17084954,50628173,"Subclone_02","loss"
"observation.observation_s3","chr1-region_737",2,"chr1",944204,29181987,"Subclone_01","loss"
"observation.observation_s3","chr1-region_739",4,"chr1",36224416,66988619,"Subclone_01","gain"
"observation.observation_s3","chr1-region_741",4,"chr1",153606886,161125445,"Subclone_01","gain"
"observation.observation_s3","chr1-region_743",4,"chr1",209675420,247449108,"Subclone_01","gain"
"observation.observation_s3","chr2-region_745",4,"chr2",159803355,219209651,"Subclone_01","gain"
"observation.observation_s3","chr4-region_749",4,"chr4",108047545,189963204,"Subclone_01","gain"
"observation.observation_s3","chr6-region_752",2,"chr6",24667035,33329286,"Subclone_01","loss"
"observation.observation_s3","chr6-region_754",4,"chr6",37170203,87702209,"Subclone_01","gain"
"observation.observation_s3","chr7-region_756",4,"chr7",192969,99394801,"Subclone_01","gain"
"observation.observation_s3","chr8-region_759",4,"chr8",43140455,74029087,"Subclone_01","gain"
"observation.observation_s3","chr8-region_760",5,"chr8",76980258,145056030,"Subclone_01","gain"
"observation.observation_s3","chr9-region_761",4,"chr9",14521,37358149,"Subclone_01","gain"
"observation.observation_s3","chr10-region_763",2,"chr10",134465,63625123,"Subclone_01","loss"
"observation.observation_s3","chr11-region_766",4,"chr11",67461710,96389923,"Subclone_01","gain"
"observation.observation_s3","chr11-region_768",2,"chr11",119018432,134253370,"Subclone_01","loss"
"observation.observation_s3","chr12-region_770",4,"chr12",49002274,57517569,"Subclone_01","gain"
"observation.observation_s3","chr12-region_772",4,"chr12",110627841,132956304,"Subclone_01","gain"
"observation.observation_s3","chr16-region_776",4,"chr16",46407,3717597,"Subclone_01","gain"
"observation.observation_s3","chr16-region_778",4,"chr16",70289663,89968060,"Subclone_01","gain"
"observation.observation_s3","chr17-region_780",2,"chr17",4833388,39864188,"Subclone_01","loss"
"observation.observation_s3","chr19-region_783",2,"chr19",507497,6393981,"Subclone_01","loss"
"observation.observation_s3","chr19-region_785",4,"chr19",50976482,58558960,"Subclone_01","gain"
"observation.observation_s3","chr20-region_786",4,"chr20",407498,48827883,"Subclone_01","gain"
"observation.observation_s3","chr20-region_787",5,"chr20",49046246,64287821,"Subclone_01","gain"
"observation.observation_s3","chr22-region_790",2,"chr22",31399523,50628173,"Subclone_01","loss"
"observation.observation_s17","chr1-region_791",2,"chr1",944204,31364953,"Subclone_03","loss"
"observation.observation_s17","chr1-region_793",4,"chr1",36391238,87348923,"Subclone_03","gain"
"observation.observation_s17","chr1-region_795",4,"chr1",150730196,153613145,"Subclone_03","gain"
"observation.observation_s17","chr1-region_796",5,"chr1",153614255,158293630,"Subclone_03","gain"
"observation.observation_s17","chr1-region_797",4,"chr1",158831317,214337131,"Subclone_03","gain"
"observation.observation_s17","chr1-region_798",5,"chr1",214603195,247449108,"Subclone_03","gain"
"observation.observation_s17","chr2-region_800",4,"chr2",161136908,219185479,"Subclone_03","gain"
"observation.observation_s17","chr3-region_802",4,"chr3",3144628,38143022,"Subclone_03","gain"
"observation.observation_s17","chr4-region_805",2,"chr4",74036589,98443861,"Subclone_03","loss"
"observation.observation_s17","chr5-region_808",2,"chr5",140401814,160065543,"Subclone_03","loss"
"observation.observation_s17","chr6-region_811",2,"chr6",24704861,33289527,"Subclone_03","loss"
"observation.observation_s17","chr6-region_813",4,"chr6",41158506,96897881,"Subclone_03","gain"
"observation.observation_s17","chr7-region_816",4,"chr7",43758680,102456821,"Subclone_03","gain"
"observation.observation_s17","chr8-region_818",4,"chr8",614746,70608387,"Subclone_03","gain"
"observation.observation_s17","chr8-region_819",5,"chr8",73008864,145056030,"Subclone_03","gain"
"observation.observation_s17","chr9-region_820",5,"chr9",14521,19373545,"Subclone_03","gain"
"observation.observation_s17","chr9-region_821",4,"chr9",19375715,35815354,"Subclone_03","gain"
"observation.observation_s17","chr10-region_823",2,"chr10",134465,71851375,"Subclone_03","loss"
"observation.observation_s17","chr10-region_825",2,"chr10",102419189,133421307,"Subclone_03","loss"
"observation.observation_s17","chr11-region_826",5,"chr11",167784,2397419,"Subclone_03","gain"
"observation.observation_s17","chr11-region_827",4,"chr11",2400488,10307397,"Subclone_03","gain"
"observation.observation_s17","chr11-region_829",4,"chr11",62602218,68615334,"Subclone_03","gain"
"observation.observation_s17","chr11-region_830",5,"chr11",68754620,83286407,"Subclone_03","gain"
"observation.observation_s17","chr11-region_831",4,"chr11",85628573,104969436,"Subclone_03","gain"
"observation.observation_s17","chr11-region_833",2,"chr11",118338954,134253370,"Subclone_03","loss"
"observation.observation_s17","chr12-region_835",2,"chr12",6942978,27325959,"Subclone_03","loss"
"observation.observation_s17","chr12-region_837",4,"chr12",113358566,132956304,"Subclone_03","gain"
"observation.observation_s17","chr15-region_841",2,"chr15",34224999,59372900,"Subclone_03","loss"
"observation.observation_s17","chr16-region_843",5,"chr16",46407,1964860,"Subclone_03","gain"
"observation.observation_s17","chr16-region_844",4,"chr16",1964959,8869012,"Subclone_03","gain"
"observation.observation_s17","chr16-region_846",4,"chr16",69706996,89968060,"Subclone_03","gain"
"observation.observation_s17","chr17-region_847",2,"chr17",439978,83095119,"Subclone_03","loss"
"observation.observation_s17","chr19-region_849",2,"chr19",507497,6482557,"Subclone_03","loss"
"observation.observation_s17","chr19-region_851",4,"chr19",18831938,39391195,"Subclone_03","gain"
"observation.observation_s17","chr19-region_853",4,"chr19",49850735,58558960,"Subclone_03","gain"
"observation.observation_s17","chr20-region_854",4,"chr20",407498,36528637,"Subclone_03","gain"
"observation.observation_s17","chr20-region_855",5,"chr20",36541484,64287821,"Subclone_03","gain"
"observation.observation_s17","chr21-region_857",2,"chr21",33324477,46665124,"Subclone_03","loss"
"observation.observation_s17","chr22-region_859",2,"chr22",28794555,50628173,"Subclone_03","loss"
"observation.observation_s13","chr1-region_861",2,"chr1",6785324,31644896,"Subclone_01","loss"
"observation.observation_s13","chr1-region_863",4,"chr1",37492575,77759852,"Subclone_01","gain"
"observation.observation_s13","chr1-region_865",4,"chr1",153618787,161158856,"Subclone_01","gain"
"observation.observation_s13","chr1-region_867",4,"chr1",209675420,247449108,"Subclone_01","gain"
"observation.observation_s13","chr2-region_869",4,"chr2",178431414,219178106,"Subclone_01","gain"
"observation.observation_s13","chr3-region_871",4,"chr3",3144628,47782106,"Subclone_01","gain"
"observation.observation_s13","chr4-region_874",4,"chr4",106315544,189963204,"Subclone_01","gain"
"observation.observation_s13","chr6-region_877",2,"chr6",24649977,33298401,"Subclone_01","loss"
"observation.observation_s13","chr6-region_879",4,"chr6",36968141,130365425,"Subclone_01","gain"
"observation.observation_s13","chr7-region_882",4,"chr7",54752250,97972985,"Subclone_01","gain"
"observation.observation_s13","chr8-region_885",4,"chr8",38163321,66926398,"Subclone_01","gain"
"observation.observation_s13","chr8-region_886",5,"chr8",67043079,116849463,"Subclone_01","gain"
"observation.observation_s13","chr8-region_887",4,"chr8",116845935,145056030,"Subclone_01","gain"
"observation.observation_s13","chr9-region_888",4,"chr9",14521,34620523,"Subclone_01","gain"
"observation.observation_s13","chr10-region_890",2,"chr10",134465,59906656,"Subclone_01","loss"
"observation.observation_s13","chr11-region_893",2,"chr11",64225941,66568841,"Subclone_01","loss"
"observation.observation_s13","chr11-region_895",4,"chr11",72002864,102339403,"Subclone_01","gain"
"observation.observation_s13","chr12-region_898",4,"chr12",110280756,132956304,"Subclone_01","gain"
"observation.observation_s13","chr14-region_901",4,"chr14",105620506,106811131,"Subclone_01","gain"
"observation.observation_s13","chr16-region_903",4,"chr16",46407,1987749,"Subclone_01","gain"
"observation.observation_s13","chr17-region_906",2,"chr17",72121020,83095119,"Subclone_01","loss"
"observation.observation_s13","chr19-region_908",2,"chr19",507497,4559808,"Subclone_01","loss"
"observation.observation_s13","chr19-region_910",2,"chr19",10391134,18281622,"Subclone_01","loss"
"observation.observation_s13","chr19-region_912",4,"chr19",54273821,58558960,"Subclone_01","gain"
"observation.observation_s13","chr20-region_914",4,"chr20",37693955,64287821,"Subclone_01","gain"
"observation.observation_s18","chr1-region_917",2,"chr1",944204,30757820,"Subclone_02","loss"
"observation.observation_s18","chr1-region_919",4,"chr1",35599544,44651724,"Subclone_02","gain"
"observation.observation_s18","chr1-region_920",5,"chr1",44775251,84238498,"Subclone_02","gain"
"observation.observation_s18","chr1-region_921",4,"chr1",84479259,93369498,"Subclone_02","gain"
"observation.observation_s18","chr1-region_923",4,"chr1",145911350,151070325,"Subclone_02","gain"
"observation.observation_s18","chr1-region_924",5,"chr1",151156664,160754821,"Subclone_02","gain"
"observation.observation_s18","chr1-region_925",4,"chr1",160796074,193060080,"Subclone_02","gain"
"observation.observation_s18","chr1-region_926",5,"chr1",193096468,247449108,"Subclone_02","gain"
"observation.observation_s18","chr2-region_928",4,"chr2",169584340,208266074,"Subclone_02","gain"
"observation.observation_s18","chr6-region_934",4,"chr6",42564062,130365425,"Subclone_02","gain"
"observation.observation_s18","chr7-region_937",4,"chr7",44577894,73522278,"Subclone_02","gain"
"observation.observation_s18","chr7-region_938",5,"chr7",73536356,80679277,"Subclone_02","gain"
"observation.observation_s18","chr7-region_939",4,"chr7",87196160,100101940,"Subclone_02","gain"
"observation.observation_s18","chr8-region_941",4,"chr8",614746,86561498,"Subclone_02","gain"
"observation.observation_s18","chr8-region_942",5,"chr8",89757747,145056030,"Subclone_02","gain"
"observation.observation_s18","chr9-region_943",4,"chr9",14521,34343713,"Subclone_02","gain"
"observation.observation_s18","chr9-region_945",2,"chr9",90801787,128392016,"Subclone_02","loss"
"observation.observation_s18","chr10-region_947",2,"chr10",134465,69172861,"Subclone_02","loss"
"observation.observation_s18","chr10-region_949",2,"chr10",100523740,133421307,"Subclone_02","loss"
"observation.observation_s18","chr11-region_950",5,"chr11",167784,831991,"Subclone_02","gain"
"observation.observation_s18","chr11-region_951",4,"chr11",832843,4093210,"Subclone_02","gain"
"observation.observation_s18","chr11-region_953",4,"chr11",67288547,102233423,"Subclone_02","gain"
"observation.observation_s18","chr11-region_955",2,"chr11",117986348,134253370,"Subclone_02","loss"
"observation.observation_s18","chr12-region_957",2,"chr12",6970893,21518408,"Subclone_02","loss"
"observation.observation_s18","chr12-region_959",4,"chr12",48921518,55817756,"Subclone_02","gain"
"observation.observation_s18","chr12-region_961",4,"chr12",118135858,132956304,"Subclone_02","gain"
"observation.observation_s18","chr14-region_964",4,"chr14",63852983,105987083,"Subclone_02","gain"
"observation.observation_s18","chr16-region_967",5,"chr16",46407,1364113,"Subclone_02","gain"
"observation.observation_s18","chr16-region_968",4,"chr16",1770286,4882360,"Subclone_02","gain"
"observation.observation_s18","chr16-region_970",4,"chr16",69741867,89968060,"Subclone_02","gain"
"observation.observation_s18","chr17-region_971",2,"chr17",439978,40822595,"Subclone_02","loss"
"observation.observation_s18","chr17-region_973",2,"chr17",59952240,83095119,"Subclone_02","loss"
"observation.observation_s18","chr19-region_975",2,"chr19",507497,8308356,"Subclone_02","loss"
"observation.observation_s18","chr19-region_977",4,"chr19",10961001,16192046,"Subclone_02","gain"
"observation.observation_s18","chr20-region_979",4,"chr20",407498,36528637,"Subclone_02","gain"
"observation.observation_s18","chr20-region_980",5,"chr20",36541484,64287821,"Subclone_02","gain"
"observation.observation_s18","chr22-region_982",2,"chr22",17084954,50628173,"Subclone_02","loss"
"observation.observation_s25","chr1-region_983",2,"chr1",944204,30757820,"Subclone_04","loss"
"observation.observation_s25","chr1-region_985",4,"chr1",34712737,40072649,"Subclone_04","gain"
"observation.observation_s25","chr1-region_986",5,"chr1",40071461,86396342,"Subclone_04","gain"
"observation.observation_s25","chr1-region_987",4,"chr1",86704570,100292769,"Subclone_04","gain"
"observation.observation_s25","chr1-region_989",4,"chr1",145992435,151249536,"Subclone_04","gain"
"observation.observation_s25","chr1-region_990",5,"chr1",151254703,161158856,"Subclone_04","gain"
"observation.observation_s25","chr1-region_991",4,"chr1",161171310,202017188,"Subclone_04","gain"
"observation.observation_s25","chr1-region_992",5,"chr1",202133404,247449108,"Subclone_04","gain"
"observation.observation_s25","chr2-region_994",2,"chr2",74361154,95149434,"Subclone_04","loss"
"observation.observation_s25","chr2-region_996",4,"chr2",159803355,218405941,"Subclone_04","gain"
"observation.observation_s25","chr3-region_999",4,"chr3",134477706,158545730,"Subclone_04","gain"
"observation.observation_s25","chr4-region_1002",4,"chr4",113451032,189963204,"Subclone_04","gain"
"observation.observation_s25","chr6-region_1005",2,"chr6",28121795,33087201,"Subclone_04","loss"
"observation.observation_s25","chr6-region_1007",4,"chr6",37819499,143863812,"Subclone_04","gain"
"observation.observation_s25","chr7-region_1010",4,"chr7",44983023,100041689,"Subclone_04","gain"
"observation.observation_s25","chr8-region_1012",4,"chr8",614746,67083783,"Subclone_04","gain"
"observation.observation_s25","chr8-region_1013",5,"chr8",67173511,145056030,"Subclone_04","gain"
"observation.observation_s25","chr9-region_1014",4,"chr9",14521,35073249,"Subclone_04","gain"
"observation.observation_s25","chr9-region_1016",2,"chr9",87497228,137870016,"Subclone_04","loss"
"observation.observation_s25","chr10-region_1017",2,"chr10",134465,68792377,"Subclone_04","loss"
"observation.observation_s25","chr10-region_1019",2,"chr10",97436142,133421307,"Subclone_04","loss"
"observation.observation_s25","chr11-region_1020",4,"chr11",167784,2929455,"Subclone_04","gain"
"observation.observation_s25","chr11-region_1022",4,"chr11",62676498,104969436,"Subclone_04","gain"
"observation.observation_s25","chr11-region_1024",2,"chr11",117986348,134253370,"Subclone_04","loss"
"observation.observation_s25","chr12-region_1026",4,"chr12",49127782,56731628,"Subclone_04","gain"
"observation.observation_s25","chr12-region_1028",4,"chr12",112418351,132956304,"Subclone_04","gain"
"observation.observation_s25","chr15-region_1032",2,"chr15",40528683,59372900,"Subclone_04","loss"
"observation.observation_s25","chr16-region_1034",5,"chr16",46407,1773155,"Subclone_04","gain"
"observation.observation_s25","chr16-region_1035",4,"chr16",1776712,4796491,"Subclone_04","gain"
"observation.observation_s25","chr16-region_1037",4,"chr16",69118010,89968060,"Subclone_04","gain"
"observation.observation_s25","chr17-region_1038",2,"chr17",439978,40648508,"Subclone_04","loss"
"observation.observation_s25","chr17-region_1040",2,"chr17",59331689,83095119,"Subclone_04","loss"
"observation.observation_s25","chr19-region_1042",2,"chr19",507497,10260045,"Subclone_04","loss"
"observation.observation_s25","chr19-region_1044",2,"chr19",42198598,49453497,"Subclone_04","loss"
"observation.observation_s25","chr20-region_1046",4,"chr20",407498,37872129,"Subclone_04","gain"
"observation.observation_s25","chr20-region_1047",5,"chr20",38127387,64287821,"Subclone_04","gain"
"observation.observation_s25","chr22-region_1049",2,"chr22",17084954,50628173,"Subclone_04","loss"
"observation.observation_s24","chr1-region_1050",2,"chr1",944204,31065991,"Subclone_03","loss"
"observation.observation_s24","chr1-region_1052",4,"chr1",36391238,63660245,"Subclone_03","gain"
"observation.observation_s24","chr1-region_1054",4,"chr1",151169987,161964070,"Subclone_03","gain"
"observation.observation_s24","chr1-region_1056",4,"chr1",210231456,247449108,"Subclone_03","gain"
"observation.observation_s24","chr2-region_1058",4,"chr2",177212563,218597080,"Subclone_03","gain"
"observation.observation_s24","chr3-region_1060",4,"chr3",3144628,42595114,"Subclone_03","gain"
"observation.observation_s24","chr4-region_1063",4,"chr4",112636964,189963204,"Subclone_03","gain"
"observation.observation_s24","chr6-region_1066",2,"chr6",19837386,33299324,"Subclone_03","loss"
"observation.observation_s24","chr6-region_1068",4,"chr6",38675925,47627263,"Subclone_03","gain"
"observation.observation_s24","chr7-region_1071",4,"chr7",44577894,99576453,"Subclone_03","gain"
"observation.observation_s24","chr8-region_1074",4,"chr8",42391624,143976734,"Subclone_03","gain"
"observation.observation_s24","chr8-region_1075",5,"chr8",143977153,145056030,"Subclone_03","gain"
"observation.observation_s24","chr9-region_1076",4,"chr9",14521,35737004,"Subclone_03","gain"
"observation.observation_s24","chr10-region_1078",2,"chr10",134465,69104811,"Subclone_03","loss"
"observation.observation_s24","chr11-region_1080",4,"chr11",167784,3057613,"Subclone_03","gain"
"observation.observation_s24","chr11-region_1082",4,"chr11",67266410,102470384,"Subclone_03","gain"
"observation.observation_s24","chr12-region_1085",4,"chr12",112013316,132956304,"Subclone_03","gain"
"observation.observation_s24","chr14-region_1088",4,"chr14",103519659,106811131,"Subclone_03","gain"
"observation.observation_s24","chr15-region_1090",2,"chr15",38488103,55319113,"Subclone_03","loss"
"observation.observation_s24","chr16-region_1092",4,"chr16",46407,4882360,"Subclone_03","gain"
"observation.observation_s24","chr16-region_1094",4,"chr16",70523788,89968060,"Subclone_03","gain"
"observation.observation_s24","chr17-region_1096",2,"chr17",3802165,40172183,"Subclone_03","loss"
"observation.observation_s24","chr17-region_1098",2,"chr17",64499616,83095119,"Subclone_03","loss"
"observation.observation_s24","chr19-region_1100",2,"chr19",507497,4502211,"Subclone_03","loss"
"observation.observation_s24","chr19-region_1102",4,"chr19",50976482,58558960,"Subclone_03","gain"
"observation.observation_s24","chr20-region_1103",4,"chr20",407498,5126626,"Subclone_03","gain"
"observation.observation_s24","chr20-region_1105",4,"chr20",35278907,49188367,"Subclone_03","gain"
"observation.observation_s24","chr20-region_1106",5,"chr20",49219295,64287821,"Subclone_03","gain"
"observation.observation_s24","chr22-region_1109",2,"chr22",36467036,50628173,"Subclone_03","loss"
"observation.observation_s32","chr1-region_1111",2,"chr1",19251539,27886685,"Subclone_01","loss"
"observation.observation_s32","chr1-region_1113",4,"chr1",193012250,247449108,"Subclone_01","gain"
"observation.observation_s32","chr2-region_1115",4,"chr2",169584340,197553699,"Subclone_01","gain"
"observation.observation_s32","chr3-region_1118",4,"chr3",122527924,197956610,"Subclone_01","gain"
"observation.observation_s32","chr4-region_1120",4,"chr4",139301455,189963204,"Subclone_01","gain"
"observation.observation_s32","chr6-region_1122",4,"chr6",291630,13814568,"Subclone_01","gain"
"observation.observation_s32","chr6-region_1124",2,"chr6",30058899,36491143,"Subclone_01","loss"
"observation.observation_s32","chr7-region_1127",4,"chr7",75899200,135510127,"Subclone_01","gain"
"observation.observation_s32","chr10-region_1132",4,"chr10",91798312,133421307,"Subclone_01","gain"
"observation.observation_s32","chr12-region_1135",2,"chr12",53295291,56688408,"Subclone_01","loss"
"observation.observation_s32","chr13-region_1138",4,"chr13",99294530,114305817,"Subclone_01","gain"
"observation.observation_s32","chr14-region_1140",4,"chr14",75902136,106811131,"Subclone_01","gain"
"observation.observation_s32","chr19-region_1145",2,"chr19",507497,5791238,"Subclone_01","loss"
"observation.observation_s32","chr19-region_1147",2,"chr19",17226204,58558960,"Subclone_01","loss"
"observation.observation_s32","chr22-region_1150",4,"chr22",17084954,22881396,"Subclone_01","gain"
"observation.observation_s39","chr1-region_1153",4,"chr1",153990759,156500828,"Subclone_01","gain"
"observation.observation_s39","chr2-region_1155",4,"chr2",217730,28417312,"Subclone_01","gain"
"observation.observation_s39","chr2-region_1157",2,"chr2",89040224,127526886,"Subclone_01","loss"
"observation.observation_s39","chr2-region_1159",4,"chr2",181457202,218346793,"Subclone_01","gain"
"observation.observation_s39","chr6-region_1165",2,"chr6",30287397,36144524,"Subclone_01","loss"
"observation.observation_s39","chr7-region_1168",4,"chr7",66987677,128771807,"Subclone_01","gain"
"observation.observation_s39","chr9-region_1172",4,"chr9",5629025,75147265,"Subclone_01","gain"
"observation.observation_s39","chr9-region_1174",4,"chr9",135499984,137870016,"Subclone_01","gain"
"observation.observation_s39","chr11-region_1176",4,"chr11",167784,3840983,"Subclone_01","gain"
"observation.observation_s39","chr12-region_1178",4,"chr12",280129,6946003,"Subclone_01","gain"
"observation.observation_s39","chr12-region_1180",4,"chr12",27243968,108633959,"Subclone_01","gain"
"observation.observation_s39","chr15-region_1185",4,"chr15",48331011,74645414,"Subclone_01","gain"
"observation.observation_s39","chr17-region_1189",2,"chr17",28347177,37056871,"Subclone_01","loss"
"observation.observation_s39","chr17-region_1191",4,"chr17",42810134,51162428,"Subclone_01","gain"
"observation.observation_s39","chr19-region_1195",2,"chr19",35154730,40765389,"Subclone_01","loss"
"observation.observation_s19","chr1-region_1200",2,"chr1",944204,30908761,"Subclone_04","loss"
"observation.observation_s19","chr1-region_1202",4,"chr1",36155579,45523047,"Subclone_04","gain"
"observation.observation_s19","chr1-region_1203",5,"chr1",45550543,86914424,"Subclone_04","gain"
"observation.observation_s19","chr1-region_1204",4,"chr1",87328468,103555239,"Subclone_04","gain"
"observation.observation_s19","chr1-region_1206",4,"chr1",145738868,151401944,"Subclone_04","gain"
"observation.observation_s19","chr1-region_1207",5,"chr1",151402724,160358952,"Subclone_04","gain"
"observation.observation_s19","chr1-region_1208",4,"chr1",160541095,182887751,"Subclone_04","gain"
"observation.observation_s19","chr1-region_1209",5,"chr1",183472216,247449108,"Subclone_04","gain"
"observation.observation_s19","chr2-region_1211",2,"chr2",74421678,89143160,"Subclone_04","loss"
"observation.observation_s19","chr2-region_1213",4,"chr2",157414619,215436172,"Subclone_04","gain"
"observation.observation_s19","chr3-region_1216",4,"chr3",129169484,177228000,"Subclone_04","gain"
"observation.observation_s19","chr4-region_1219",4,"chr4",121131408,189963204,"Subclone_04","gain"
"observation.observation_s19","chr6-region_1221",4,"chr6",291630,16761491,"Subclone_04","gain"
"observation.observation_s19","chr6-region_1223",2,"chr6",30720201,33298401,"Subclone_04","loss"
"observation.observation_s19","chr6-region_1225",4,"chr6",42879618,143511690,"Subclone_04","gain"
"observation.observation_s19","chr7-region_1228",4,"chr7",48088628,99419616,"Subclone_04","gain"
"observation.observation_s19","chr8-region_1230",4,"chr8",614746,81732903,"Subclone_04","gain"
"observation.observation_s19","chr8-region_1231",5,"chr8",86342738,145056030,"Subclone_04","gain"
"observation.observation_s19","chr9-region_1232",4,"chr9",14521,33920404,"Subclone_04","gain"
"observation.observation_s19","chr9-region_1234",2,"chr9",90801787,137870016,"Subclone_04","loss"
"observation.observation_s19","chr10-region_1235",2,"chr10",134465,58289586,"Subclone_04","loss"
"observation.observation_s19","chr10-region_1237",2,"chr10",98416198,133421307,"Subclone_04","loss"
"observation.observation_s19","chr11-region_1239",4,"chr11",68008578,106098710,"Subclone_04","gain"
"observation.observation_s19","chr11-region_1241",2,"chr11",118436490,134253370,"Subclone_04","loss"
"observation.observation_s19","chr12-region_1243",4,"chr12",49184796,54287088,"Subclone_04","gain"
"observation.observation_s19","chr12-region_1245",4,"chr12",120438090,132956304,"Subclone_04","gain"
"observation.observation_s19","chr14-region_1248",4,"chr14",67359997,91417844,"Subclone_04","gain"
"observation.observation_s19","chr16-region_1251",4,"chr16",46407,2777297,"Subclone_04","gain"
"observation.observation_s19","chr17-region_1253",2,"chr17",439978,40565472,"Subclone_04","loss"
"observation.observation_s19","chr17-region_1255",2,"chr17",64319415,83095119,"Subclone_04","loss"
"observation.observation_s19","chr19-region_1257",2,"chr19",507497,10119918,"Subclone_04","loss"
