dataset_id,parent_broad_type,clustering_strategy,cluster,n_cells,suggested_broad_cell_type,suggested_family,canonical_evidence_strength,canonical_markers_present,second_candidate,second_support_n,cycling_state,cycling_markers_present,n_significant_markers,marker_status,lineage_conflict_flag,top20_significant_markers,top50_significant_markers,manual_cell_type,manual_cell_subtype,manual_confidence,manual_notes,evidence_status,top_candidate,top_candidate_family,top_support_n,top_support_weight,cycling_marker_n
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__6",505,"Myeloid","myeloid","high","APOE;C1QC;C1QB;C1QA;CTSD;AIF1","B_cell",2,"Non_cycling","",33,"READY_FOR_ANNOTATION",FALSE,"APOE;C1QC;CTSC;APOC1;C1QB;C1QA;MS4A4A;ITM2B;MS4A6A;HLA-DMB;IFI27;IFI6;BST2;HLA-DMA;CTSD;HLA-DRA;HLA-A;HLA-DPA1;HLA-DPB1;HLA-DRB1","APOE;C1QC;CTSC;APOC1;C1QB;C1QA;MS4A4A;ITM2B;MS4A6A;HLA-DMB;IFI27;IFI6;BST2;HLA-DMA;CTSD;HLA-DRA;HLA-A;HLA-DPA1;HLA-DPB1;HLA-DRB1;HLA-DQB1;HLA-DRB5;CD74;PSAP;B2M;PRDX1;CD63;AIF1;NPC2;HLA-DQA1;HLA-B;UBB;CST3","","","","","SUPPORTED","Myeloid","myeloid",6,4.98163753896088,0
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__7",357,"Myeloid","myeloid","high","SPP1;CTSD;LGALS3;APOE;TREM2;FCER1G","Endothelial",1,"Non_cycling","",178,"READY_FOR_ANNOTATION",FALSE,"MT1H;MT1G;HSPA6;MT1M;HK2;SLC2A1;MT1F;MMP9;MT1X;ADM;HSPH1;SPP1;CSTB;MT1E;BNIP3;ERO1A;NDRG1;ADAM8;PLIN2;NUPR1","MT1H;MT1G;HSPA6;MT1M;HK2;SLC2A1;MT1F;MMP9;MT1X;ADM;HSPH1;SPP1;CSTB;MT1E;BNIP3;ERO1A;NDRG1;ADAM8;PLIN2;NUPR1;DNAJB1;GPNMB;HSPB1;CTSL;RALA;HSPA1A;SCD;GCHFR;RNASE1;IL4I1;FAM162A;FABP5;DRAM1;ANKRD37;BCAT1;DDX41;S100A10;RGCC;TUBGCP2;IL1RN;LDHA;SLC43A3;ACP5;CNIH4;UPP1;C15orf48;NCF2;CTSD;LGALS3;LGALS1","","","","","SUPPORTED","Myeloid","myeloid",6,5.4169341157581,0
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__8",291,"Epithelial","epithelial","high","KRT17;KRT8;KRT7;KRT18;KRT19","Myeloid",2,"Cycling_high","TOP2A;MKI67;CDK1;CENPF;CDC20;TYMS;CCNB1;UBE2C;CCNB2;PCNA;HMGB2;STMN1;TUBA1B",773,"READY_FOR_ANNOTATION",TRUE,"HMMR;RRM2;CENPM;TOP2A;MKI67;NUSAP1;CCNA2;CLSPN;CDKN3;CDK1;MAD2L1;PCLAF;CENPF;RAD51AP1;CDC20;BIRC5;ZWINT;HELLS;TYMS;PTTG1","HMMR;RRM2;CENPM;TOP2A;MKI67;NUSAP1;CCNA2;CLSPN;CDKN3;CDK1;MAD2L1;PCLAF;CENPF;RAD51AP1;CDC20;BIRC5;ZWINT;HELLS;TYMS;PTTG1;ASF1B;TK1;KIF20B;DHFR;CCNB1;UBE2C;CCNB2;PCNA;CKS1B;HMGB3;SMC2;MCM7;H2AFZ;DNAJC9;GMNN;HMGB2;HIST1H4C;PHF19;DTYMK;TMEM106C;LMNB1;STMN1;SAC3D1;SNRNP25;MCM3;KPNA2;DUT;DNMT1;MAGOHB;GGH","","","","","SUPPORTED","Epithelial","epithelial",5,1.5658094656827,13
"GSE154600","Myeloid","B_harmony_sample","Myeloid__B_harmony_sample__9",31,"Dendritic","myeloid","high","XCR1;CLEC9A;BATF3;CST3","B_cell",2,"Non_cycling","",181,"READY_FOR_ANNOTATION",FALSE,"XCR1;CLNK;CLEC9A;DNASE1L3;BTLA;HLA-DOB;BCL2L14;ASB2;SNX22;LGALS2;PPM1J;BATF3;IDO1;SEMA7A;RAB7B;WDFY4;MAP2K6;PIM2;CPNE3;CPVL","XCR1;CLNK;CLEC9A;DNASE1L3;BTLA;HLA-DOB;BCL2L14;ASB2;SNX22;LGALS2;PPM1J;BATF3;IDO1;SEMA7A;RAB7B;WDFY4;MAP2K6;PIM2;CPNE3;CPVL;MCOLN2;TACSTD2;SERPINF2;HDAC9;RUBCNL;ADAM19;NAAA;SLAMF7;VAC14;DUSP4;PKP2;IRF8;S100B;SPIB;NAALADL1;C1orf21;TSPAN13;CLIC2;SPATS2;ITGB7;CAMK2D;CCDC69;CEP68;ICAM3;KCNK6;SNX3;HPS5;P2RY6;TAP1;LMNB1","","","","","SUPPORTED","Dendritic","myeloid",4,13.8003777240471,0
"GSE154600","Endothelial","B_harmony_sample","Endothelial__B_harmony_sample__0",219,"Endothelial","vascular","high","ACKR1;RAMP3;PLVAP;ENG;RAMP2;EMCN","B_cell",2,"Non_cycling","",218,"READY_FOR_ANNOTATION",FALSE,"ACKR1;NR2F2;HAPLN3;POSTN;SLCO2A1;MMRN1;MGP;TFPI;RAMP3;IFI44L;PRCP;ZNF385D;CDA;PLPP3;EVA1C;TSPAN7;UGCG;ADAMTS9;IL33;CFH","ACKR1;NR2F2;HAPLN3;POSTN;SLCO2A1;MMRN1;MGP;TFPI;RAMP3;IFI44L;PRCP;ZNF385D;CDA;PLPP3;EVA1C;TSPAN7;UGCG;ADAMTS9;IL33;CFH;PKP4;AQP1;TGM2;ARL4A;TSHZ2;CFI;JAM2;MPZL2;ADAMTS1;FLI1;DUSP23;GBP4;PCDH17;NFKBIZ;ASPH;RALGAPA2;APLNR;TM2D3;LGALS9;NRP2;HEG1;MALL;ELOVL1;ICAM1;ALDH2;GABPB1-AS1;LTC4S;ACTN1;CMIP;ITM2A","","","","","SUPPORTED","Endothelial","vascular",6,7.56740509448845,0
"GSE154600","Endothelial","B_harmony_sample","Endothelial__B_harmony_sample__1",187,"Ambiguous",NA,"low","","T_cell",0,"Non_cycling","",14,"READY_FOR_ANNOTATION",FALSE,"RPS29;RPS25;RPLP1;RPL30;RPL21;RPL35A;RPL41;RPS27;RPS28;RPL35;RPLP2;RPL26;RPL27A;FTH1","RPS29;RPS25;RPLP1;RPL30;RPL21;RPL35A;RPL41;RPS27;RPS28;RPL35;RPLP2;RPL26;RPL27A;FTH1","","","","","INSUFFICIENT_CANONICAL_SUPPORT","Epithelial","epithelial",0,0,0
"GSE154600","Endothelial","B_harmony_sample","Endothelial__B_harmony_sample__2",149,"Fibroblast","stromal","high","COL6A2;COL6A1;COL1A1;CTHRC1;COL1A2;COL3A1;LUM;DCN","Endothelial",5,"Non_cycling","",448,"READY_FOR_ANNOTATION",TRUE,"COL22A1;GPRIN3;ADAMTS7;IGF2.1;PRND;NID2;NETO2;LY6H;OSBPL10;PGF;APLN;COL12A1;CHST1;FAM69B;DPEP1;HOMER3;SIPA1L2;PRSS2;PXDN;FAM129A","COL22A1;GPRIN3;ADAMTS7;IGF2.1;PRND;NID2;NETO2;LY6H;OSBPL10;PGF;APLN;COL12A1;CHST1;FAM69B;DPEP1;HOMER3;SIPA1L2;PRSS2;PXDN;FAM129A;CHST15;LOX;AFAP1L1;TNFAIP8L1;IQCA1;MAPKAPK2;PCDH12;LBH;SMAD1;COL27A1;GRK5;COL4A2;NDST1;GRPEL2;TP53I11;LOXL2;KCNQ3;UNC5B;TMEM233;DLL4;N4BP3;ARHGAP27;RASSF2;DOK4;TNFRSF4;SMTN;PALD1;LAMB1;CCND2;RGS3","","","","","SUPPORTED","Fibroblast","stromal",8,3.80557778987222,0
"GSE154600","Endothelial","B_harmony_sample","Endothelial__B_harmony_sample__3",45,"Endothelial","vascular","moderate","CA4;CLDN5","Myeloid",1,"Non_cycling","",67,"READY_FOR_ANNOTATION",FALSE,"CA4;SEMA3G;KIF25;TIMP4;FMO2;ACACB;TMEM100;BTNL9;PLLP;F8;CD300LG;ABLIM3;MT1A;PPP1R14A;GJA5;CD36;ATOH8;POMC;FABP4;CCDC178","CA4;SEMA3G;KIF25;TIMP4;FMO2;ACACB;TMEM100;BTNL9;PLLP;F8;CD300LG;ABLIM3;MT1A;PPP1R14A;GJA5;CD36;ATOH8;POMC;FABP4;CCDC178;TMTC1;PPARG;SLC48A1;CAMK1;PLPP1;ENPP2;PARP9;HEY1;TXNIP;KCTD12;FHL1;RBP7;ANXA3;ARRDC2;RAB35;AREG;GPX3;EPAS1;MMD;C1orf21;KLF4;SOX17;IFITM1;SRGN;SLC9A3R2;MT2A;SPAAR;TINAGL1;GIMAP6;FAM107A","","","","","SUPPORTED","Endothelial","vascular",2,3.00923952995273,0
"GSE154600","Pericyte","A_uncorrected","Pericyte__A_uncorrected__0",248,"Fibroblast","stromal","high","COL6A1;COL1A1;COL1A2;COL6A2;COL3A1","Plasma_cell",4,"Non_cycling","",255,"READY_FOR_ANNOTATION",FALSE,"HSD11B2;MMP9;NES;UNC5B;EGFL7;CADM1;EIF2AK4;GABRD;OLFML2A;ARHGAP26;EPB41L1;OLFML3;HSPA1B;MIR4435-2HG;CYGB;PHGDH;MXRA5;THY1;FN1;SPON2","HSD11B2;MMP9;NES;UNC5B;EGFL7;CADM1;EIF2AK4;GABRD;OLFML2A;ARHGAP26;EPB41L1;OLFML3;HSPA1B;MIR4435-2HG;CYGB;PHGDH;MXRA5;THY1;FN1;SPON2;RGS16;CCR10;PCSK1N;COL4A2;SNHG18;FAM20C;BID;SPATS2L;ERLEC1;TNS3;COL8A1;MMP11;LIMD2;RSBN1L;TGFB3;NMT1;PLXDC1;ECM1;CD276;CD248;REEP3;RNF145;RALA;COL6A3;SLC29A1;SWI5;S1PR3;NDUFS6;MTRNR2L1;TESC","","","","","SUPPORTED","Fibroblast","stromal",5,2.61880077940231,0
"GSE154600","Pericyte","A_uncorrected","Pericyte__A_uncorrected__1",150,"Pericyte","stromal","moderate","MYH11;ACTA2","Myeloid",1,"Non_cycling","",120,"READY_FOR_ANNOTATION",FALSE,"COLEC11;MYH11;MT1M;MT1A;SYNPO2;MRGPRF;PDK4;STEAP4;CDC42EP4;IGFBP5;CCDC3;APOE;PRELP;WFDC1;TINAGL1;ADAMTS1;UGCG;EGFL6;MYC;COL14A1","COLEC11;MYH11;MT1M;MT1A;SYNPO2;MRGPRF;PDK4;STEAP4;CDC42EP4;IGFBP5;CCDC3;APOE;PRELP;WFDC1;TINAGL1;ADAMTS1;UGCG;EGFL6;MYC;COL14A1;SNCG;NUDT4;LGI4;THBS1;CRISPLD2;TOB1;SMOC2;MMP7;ADIRF;PLN;CEBPD;BCAM;BTG2;RERG;TSC22D1;LMOD1;GPX3;GEM;ADAMTS9;CPM;FABP4;MTHFD2;YBX3;C9orf3;SOD3;ID4;SNHG15;SOCS3;CSRNP1;PSMA5","","","","","SUPPORTED","Pericyte","stromal",2,2.27188051109693,0
"GSE154600","Pericyte","A_uncorrected","Pericyte__A_uncorrected__2",133,"Ambiguous",NA,"low","","T_cell",0,"Non_cycling","",NA,"NO_SIGNIFICANT_MARKERS",FALSE,NA,NA,"","","","","INSUFFICIENT_CANONICAL_SUPPORT","Epithelial","epithelial",0,0,0
"GSE154600","NK_cell","B_harmony_sample","NK_cell__B_harmony_sample__0",421,"Mixed_or_doublet",NA,"high","KRT18;KRT8;WFDC2;KRT17;KRT19","Myeloid",4,"Cycling_possible","STMN1;TUBA1B",93,"READY_FOR_ANNOTATION",TRUE,"LCN2;MMP7;CALD1;NNMT;MDK;ACTA2;KRT18;TAGLN;KRT8;SPP1;CD9;COL1A1;SPARC;WFDC2;KRT17;SPINT2;TM4SF1;TPM1;APOE;COL3A1","LCN2;MMP7;CALD1;NNMT;MDK;ACTA2;KRT18;TAGLN;KRT8;SPP1;CD9;COL1A1;SPARC;WFDC2;KRT17;SPINT2;TM4SF1;TPM1;APOE;COL3A1;C1QB;KRT19;MTCH1;STMN1;COL1A2;HLA-DRB1;NPC2;HLA-DRA;C1QA;CAPG;PSMA4;YWHAE;IFI27;CST3;HSP90AB1;SLPI;HLA-DQB1;TIMP1;TUBA1B;EIF5A;TPI1;CD47;ATP6V0B;AP2M1;PRDX1;FKBP1A;HLA-DPB1;H2AFZ;CD63;RAC1","","","","","CONFLICTING_LINEAGE_EVIDENCE","Epithelial","epithelial",5,6.73366089940761,2
"GSE154600","NK_cell","B_harmony_sample","NK_cell__B_harmony_sample__1",276,"NK_cell","lymphoid","moderate","XCL2;XCL1","Plasma_cell",2,"Non_cycling","",196,"READY_FOR_ANNOTATION",FALSE,"KLF2;NDUFA3;H1FX;LINC01871;CRIP1;RPS29;RPL38;RPS21;RPS27;AC114760.2;OST4;RPS28;RPS26;RPL36;RPL36A;NDUFB1;MT2A;RBM38;ATP5ME;RPL37","KLF2;NDUFA3;H1FX;LINC01871;CRIP1;RPS29;RPL38;RPS21;RPS27;AC114760.2;OST4;RPS28;RPS26;RPL36;RPL36A;NDUFB1;MT2A;RBM38;ATP5ME;RPL37;METRNL;RPL37A;RPL28;HCST;CYTOR;MT-ND3;RPL31;RPS17;RPLP2;SLIRP;RPL39;TMA7;MT-ND4L;ATP5F1E;CEBPB;RPL41;UBL5;ATP5MD;MZT2B;IFI27L2;IGHG4;ROMO1;RPS15A;TOMM7;ETS1;RPL27;RPL34;RPL22L1;RPL23A;UQCR11","","","","","SUPPORTED","NK_cell","lymphoid",2,0.926410722366062,0
"GSE154600","Plasma_cell","B_harmony_sample","Plasma_cell__B_harmony_sample__0",337,"Plasma_cell","lymphoid","moderate","IGHG3;JCHAIN","Epithelial",0,"Non_cycling","",3,"FEW_SIGNIFICANT_MARKERS_REVIEW",FALSE,"IGHG4;IGHG3;JCHAIN","IGHG4;IGHG3;JCHAIN","","","","","SUPPORTED","Plasma_cell","lymphoid",2,1.1983888691827,0
"GSE154600","Plasma_cell","B_harmony_sample","Plasma_cell__B_harmony_sample__1",232,"Fibroblast","stromal","high","COL1A1;COL1A2;COL3A1;DCN;LUM;COL6A1","Pericyte",1,"Non_cycling","",69,"READY_FOR_ANNOTATION",TRUE,"SFRP2;MMP11;COMP;THBS2;BGN;IGFBP7;TAGLN;COL1A1;HTRA1;TIMP3;COL1A2;SPARC;COL3A1;DCN;LUM;FN1;NBL1;CALD1;AEBP1;HSPG2","SFRP2;MMP11;COMP;THBS2;BGN;IGFBP7;TAGLN;COL1A1;HTRA1;TIMP3;COL1A2;SPARC;COL3A1;DCN;LUM;FN1;NBL1;CALD1;AEBP1;HSPG2;NDUFA4L2;ACTA2;COL6A1;TPM2;NNMT;RARRES2;CAVIN3;CCDC80;LGALS1;CTGF;TPM1;IGFBP2;WFDC2;THY1;IFITM2;TIMP1;IGLV3-1;MYL9;RPS26;MT2A;SLPI;SERPINH1;S100A11;ACTB;IGHA1;PGK1;PTGDS;FOSB;SPP1;IFITM3","","","","","SUPPORTED","Fibroblast","stromal",6,7.62756741018888,0
"GSE154600","Plasma_cell","B_harmony_sample","Plasma_cell__B_harmony_sample__2",219,"Plasma_cell","lymphoid","moderate","XBP1;DERL3","Endothelial",1,"Non_cycling","",247,"READY_FOR_ANNOTATION",FALSE,"PRDM1;ANKRD28;TP53INP1;TENT5C;KLF2;GADD45A;MALAT1;CITED2;TSC22D3;H1FX;CYTOR;ODC1;TRIB1;RGS1;PIM2;CDKN1A;CYTIP;NEAT1;XIST;RGCC","PRDM1;ANKRD28;TP53INP1;TENT5C;KLF2;GADD45A;MALAT1;CITED2;TSC22D3;H1FX;CYTOR;ODC1;TRIB1;RGS1;PIM2;CDKN1A;CYTIP;NEAT1;XIST;RGCC;TXNIP;DDIT4;YPEL5;KMT2E;BTG2;ZFP36;MCL1;RBM3;PLPP5;RRBP1;DDX17;HERPUD1;SLC38A2;FCRL5;GLRX;AKAP9;MEF2C;PNISR;CFLAR;N4BP2L2;UBE2J1;HIST1H1C;ZFP36L2;ARID5B;RGS2;SRSF2;SON;DDX18;JUN;EZR","","","","","SUPPORTED","Plasma_cell","lymphoid",2,1.05139876542593,0
"GSE154600","Plasma_cell","B_harmony_sample","Plasma_cell__B_harmony_sample__3",194,"Myeloid","myeloid","high","LYZ;APOE;C1QA;C1QB","B_cell",1,"Cycling_possible","STMN1",98,"READY_FOR_ANNOTATION",TRUE,"S100A1;C19orf33;TNNT1;HES1;SNCG;IMPDH2;FLOT1;LYZ;RAB13;RCN2;TUBB;APOE;PRDX6;SELENOP;SSB;PUF60;EIF4A2;AP2M1;APOC1;EIF3E","S100A1;C19orf33;TNNT1;HES1;SNCG;IMPDH2;FLOT1;LYZ;RAB13;RCN2;TUBB;APOE;PRDX6;SELENOP;SSB;PUF60;EIF4A2;AP2M1;APOC1;EIF3E;HSPE1;YBX1;C1QA;STMN1;NPM1;SNRPE;RPS20;MARCKSL1;SOD1;PRDX1;IFI27;TUBB4B;UQCRB;HSPA1A;C1QB;HSP90AB1;RPL4;RPL35A;RPL14;H3F3A;EEF1A1;S100A4;RPL31;RPL29;UQCRH;CUTA;CALM2;RPL15;RPS18;RPL30","","","","","SUPPORTED","Myeloid","myeloid",4,2.49455130440795,1
"GSE154600","Plasma_cell","B_harmony_sample","Plasma_cell__B_harmony_sample__4",26,"Ambiguous",NA,"low","WFDC2","T_cell",0,"Non_cycling","",2,"FEW_SIGNIFICANT_MARKERS_REVIEW",FALSE,"COL5A1;WFDC2","COL5A1;WFDC2","","","","","INSUFFICIENT_CANONICAL_SUPPORT","Epithelial","epithelial",1,1.3632822094822,0
"GSE154600","B_cell","B_harmony_sample","B_cell__B_harmony_sample__0",326,"Mixed_or_doublet",NA,"high","SPP1;C1QA;APOE;C1QB","Epithelial",4,"Cycling_possible","STMN1",76,"READY_FOR_ANNOTATION",TRUE,"MMP7;CD9;TM4SF1;KRT17;NNMT;MDK;RAB13;SPP1;CALD1;IFI27;KRT18;KRT8;TPM1;WFDC2;C1QA;APOE;CD63;TAGLN;C1QB;STMN1","MMP7;CD9;TM4SF1;KRT17;NNMT;MDK;RAB13;SPP1;CALD1;IFI27;KRT18;KRT8;TPM1;WFDC2;C1QA;APOE;CD63;TAGLN;C1QB;STMN1;CST3;MTCH1;PTMS;FN1;ACTA2;TIMP1;SPARC;COL1A2;MYL9;IFITM3;COL1A1;RARRES2;IGLC2;SLPI;TPI1;TUBB;PRDX1;NPC2;ANXA2;HSP90AB1;HLA-DRB1;ENO1;GSTP1;GAPDH;IGHM;PKM;LY6E;HLA-DQA1;FTL;HLA-DMA","","","","","CONFLICTING_LINEAGE_EVIDENCE","Myeloid","myeloid",4,4.0998377390618,1
"GSE154600","B_cell","B_harmony_sample","B_cell__B_harmony_sample__1",305,"Ambiguous",NA,"low","TNFRSF13C","Epithelial",0,"Non_cycling","",115,"READY_FOR_ANNOTATION",FALSE,"LINC01781;YBX3;RPL36A;LINC01857;RBM38;RPS21;RPL17;ZFP36;RPS17;RPL38;RPS28;RPS29;ARRDC2;RPL39;KLF2;RPL36;CHPT1;RPLP2;WDR74;RPS27","LINC01781;YBX3;RPL36A;LINC01857;RBM38;RPS21;RPL17;ZFP36;RPS17;RPL38;RPS28;RPS29;ARRDC2;RPL39;KLF2;RPL36;CHPT1;RPLP2;WDR74;RPS27;RPL34;ZFAS1;HLA-DQA2;TLE1;RPL37A;RPS25;RPL23A;RPL41;RPS15A;RPL27;AC016831.5;RPL37;RPS10;ZFP36L2;RPL21;FAU;LSM7;EIF4B;MIDN;ALG13;RPL28;MT-ND3;LYN;TNFRSF13C;RPL35;UXT;RPL30;RPL32;RPL31;RPL27A","","","","","INSUFFICIENT_CANONICAL_SUPPORT","B_cell","lymphoid",1,0.530570252476247,0
"GSE154600","B_cell","B_harmony_sample","B_cell__B_harmony_sample__2",90,"Ambiguous",NA,"low","IGHG3","Epithelial",0,"Non_cycling","",37,"READY_FOR_ANNOTATION",FALSE,"DUSP4;HOPX;SCIMP;WEE1;IRF7;HCST;XAF1;CPNE5;NT5C3A;HLA-DQA2;ROMO1;MEF2C;IFI27L2;NOP10;ZSCAN16-AS1;ITGB2;MX1;BCL2A1;AP1S2;PET100","DUSP4;HOPX;SCIMP;WEE1;IRF7;HCST;XAF1;CPNE5;NT5C3A;HLA-DQA2;ROMO1;MEF2C;IFI27L2;NOP10;ZSCAN16-AS1;ITGB2;MX1;BCL2A1;AP1S2;PET100;SP140;COX14;GNG5;H2AFV;CD52;ENY2;CALM3;ISG20;ARPC1B;TMSB4X;COX5A;TPM3;TMA7;NDUFA4;ATP5F1E;IGHG3;TMSB10","","","","","INSUFFICIENT_CANONICAL_SUPPORT","Plasma_cell","lymphoid",1,0.365932934560104,0
"GSE154600","B_cell","B_harmony_sample","B_cell__B_harmony_sample__3",28,"T_cell","lymphoid","high","CD2;CD3E;CD3G;CD3D;TRBC1;GIMAP7","NK_cell",3,"Non_cycling","",62,"READY_FOR_ANNOTATION",TRUE,"CD8A;CD2;GZMM;CD3E;CD3G;GZMK;AAK1;GZMH;GNLY;CST7;CD3D;CD7;TRBC1;CXCL14;NKG7;FYB1;CD6;GZMA;SYTL3;CCL4","CD8A;CD2;GZMM;CD3E;CD3G;GZMK;AAK1;GZMH;GNLY;CST7;CD3D;CD7;TRBC1;CXCL14;NKG7;FYB1;CD6;GZMA;SYTL3;CCL4;COMP;TMEM173;CTSW;CCL5;GIMAP7;OLFML3;CD96;ITM2A;AEBP1;IL32;TRAC;CCSER2;COL6A3;RORA;CXCR3;ASB8;SPARCL1;ANXA1;SFRP2;COL18A1;PTGDS;CCDC80;RARRES2;GNG11;TGFBI;TNFAIP3;LEPROTL1;ACTA2;TPM2;RGCC","","","","","SUPPORTED","T_cell","lymphoid",6,12.5878686061068,0
"GSE154600","Epithelial","A_uncorrected","Epithelial__A_uncorrected__0",974,"Epithelial","epithelial","high","CLDN4;KRT19;CLDN3;EPCAM;KRT8","T_cell",0,"Cycling_possible","UBE2C",364,"READY_FOR_ANNOTATION",FALSE,"SAP25;CITED4;MMD;FABP5;H1F0;NDUFA13;UFM1;EPB41L5;SMIM22;PPP1R14A;S100A9;KLK8;THOC3;PSENEN;IGFBP2;SLC40A1;EMX2OS;COX6B1;TOMM40;PHLDA3","SAP25;CITED4;MMD;FABP5;H1F0;NDUFA13;UFM1;EPB41L5;SMIM22;PPP1R14A;S100A9;KLK8;THOC3;PSENEN;IGFBP2;SLC40A1;EMX2OS;COX6B1;TOMM40;PHLDA3;EIF5A;MT1E;HIST1H1C;S100A14;H2AFJ;UGDH;SCGB2A1;APOA1;GCHFR;PPDPF;TNNI3;DDX49;HOMER2;CCDC124;RPS26;ATP5MD;COPE;IGFBP7;TRAPPC6A;ANXA4;BOLA3;SERF2;TFDP1;IDH2;BABAM1;PGLS;SINHCAF;NDUFA3;MMP24OS;LSR","","","","","SUPPORTED","Epithelial","epithelial",5,2.3263359617371,1
"GSE154600","Epithelial","A_uncorrected","Epithelial__A_uncorrected__1",951,"Plasma_cell","lymphoid","moderate","IGKC;IGHG1;IGHG3","Myeloid",1,"Non_cycling","",83,"READY_FOR_ANNOTATION",TRUE,"IGLC3;IGHGP;IGKC;IGHG1;FBXO2;APOC1;IGHG4;IGHG3;CCL2;VIM;TPPP3;HSPA1A;SNHG25;ID4;FXR1;C1QB;HES1;TUBB;RAB13;IGLC2","IGLC3;IGHGP;IGKC;IGHG1;FBXO2;APOC1;IGHG4;IGHG3;CCL2;VIM;TPPP3;HSPA1A;SNHG25;ID4;FXR1;C1QB;HES1;TUBB;RAB13;IGLC2;CLU;PTGDS;TUBA1A;UQCRH;IER2;EEF1A1;JUNB;TBCA;HLA-C;RPL31;HLA-A;RPS23;RPL32;NPM1;RPL11;COX7C;EIF3E;FTL;UQCRB;S100A4;RPL29;MT-ND1;RPL35A;SOD1;RPS20;MT-CO2;RPL37;RPL23;MT-ATP6;MT-ND3","","","","","SUPPORTED","Plasma_cell","lymphoid",3,3.85516195547085,0
"GSE154600","Epithelial","A_uncorrected","Epithelial__A_uncorrected__2",818,"Plasma_cell","lymphoid","moderate","IGHG3;IGHG1;IGKC","Pericyte",1,"Non_cycling","",524,"READY_FOR_ANNOTATION",TRUE,"FRZB;PCP4;FXYD1;PART1;TPPP3;ZSCAN16-AS1;LY6K;SNHG19;GMPR;SNHG25;SMIM1;TPGS1;SCGB1D2;ADIRF;TCEA3;ECI2;VIM;HES1;FBXO2;PTGDS","FRZB;PCP4;FXYD1;PART1;TPPP3;ZSCAN16-AS1;LY6K;SNHG19;GMPR;SNHG25;SMIM1;TPGS1;SCGB1D2;ADIRF;TCEA3;ECI2;VIM;HES1;FBXO2;PTGDS;EEF1A1;UQCRH;EMP3;RPL31;PSAT1;BTG2;TMEM42;FAH;RPL22L1;NFKBIL1;CFAP36;TM7SF2;KIF9;CCDC146;IMPDH2;PEG10;TBCA;MFSD3;S100A1;TUBB;CCL2;SPATC1L;RPL32;SERPINB6;IGHGP;ACOT13;SELENBP1;FXR1;TMEM126A;SCCPDH","","","","","SUPPORTED","Plasma_cell","lymphoid",3,2.12370861565078,0
"GSE154600","Epithelial","A_uncorrected","Epithelial__A_uncorrected__3",725,"Epithelial","epithelial","high","KRT17;KRT18;KRT8;KRT7;TACSTD2;WFDC2;KRT19","Myeloid",2,"Cycling_high","CDK1;TYMS;TUBA1B;STMN1",208,"READY_FOR_ANNOTATION",FALSE,"TAGLN;LINC01986;LCN2;MMP7;PDZK1IP1;ACTA2;MGST1;HSP90AB1;NNMT;CDC5L;KRT17;RAB20;PLSCR1;CDK1;KRT18;SMS;OARD1;CKB;CD47;TIMM22","TAGLN;LINC01986;LCN2;MMP7;PDZK1IP1;ACTA2;MGST1;HSP90AB1;NNMT;CDC5L;KRT17;RAB20;PLSCR1;CDK1;KRT18;SMS;OARD1;CKB;CD47;TIMM22;MAP3K13;KRT8;CEBPG;REXO2;GPX3;CD9;SPP1;MRPS10;TUBB6;GLOD4;HMGB1;EI24;PAPOLA;MEA1;MZT1;RARRES1;KRT7;PIM1;MRPS18A;PSMA3;RPA1;TYMS;MTCH1;KLHDC3;ARL6IP1;CALD1;TACSTD2;CNIH1;PEPD;EIF5","","","","","SUPPORTED","Epithelial","epithelial",7,7.46199043595912,4
"GSE154600","Epithelial","A_uncorrected","Epithelial__A_uncorrected__4",719,"Epithelial","epithelial","high","TACSTD2;MSLN;MUC1;WFDC2;KRT17;KRT7;KRT18;KRT8;EPCAM;CLDN3;KRT19;CLDN4","Myeloid",5,"Cycling_possible","TYMS;PCNA",1271,"READY_FOR_ANNOTATION",FALSE,"AL512274.1;MUC4;THBS1;SLC7A1;COL4A1;THSD4;PCK1;XIST;RIC3;COL4A2;MIR99AHG;VPS53;PLAT;PCSK7;C6orf132;PATJ;IGFBP3;RICTOR;UGCG;SMYD4","AL512274.1;MUC4;THBS1;SLC7A1;COL4A1;THSD4;PCK1;XIST;RIC3;COL4A2;MIR99AHG;VPS53;PLAT;PCSK7;C6orf132;PATJ;IGFBP3;RICTOR;UGCG;SMYD4;EMP2;LYPD2;RARRES1;EDN1;PLOD2;WEE1;CRB2;POLR2J3.1;HOXA9;DICER1;PMEPA1;MEG3;GOLIM4;IL1RAP;IRS2;SDC4;ADM;KCNQ1OT1;ZBTB44;PRRG4;DLG1;CCDC14;MUC20-OT1;CLIP1;IGF1;NEAT1;CLDN10;TLCD2;EVA1B;SLC43A2","","","","","SUPPORTED","Epithelial","epithelial",12,9.42781251433249,2
