dataset_id,parent_broad_type,clustering_strategy,cluster,n_cells,n_samples,n_patients,dominant_sample,dominant_sample_fraction,suggested_broad_cell_type,canonical_evidence_strength,canonical_markers_present,second_candidate,cycling_state,cycling_markers_present,n_significant_markers,marker_status,lineage_conflict_flag,top20_significant_markers,top50_significant_markers,manual_cell_type,manual_cell_subtype,manual_confidence,manual_notes,evidence_status,second_support_n
"GSE158722","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__3",720,17,14,"P16_Pre-treatment",0.808333333333333,"Mixed_or_doublet","moderate","MUC1;WFDC2","Fibroblast","Non_cycling","",231,"REVIEW_MIXED_OR_DOUBLET",TRUE,"HLA-DRB5;CP;CLDN7;HLA-DQB1;IL13RA2;CXCL14;BRINP2;RCAN2;MCOLN2;APOE;GRIA2;A1BG;S100A3;ENPP2;LCN2;PLAT;TGFB3;HLA-DRB1;SOD3;FTL","HLA-DRB5;CP;CLDN7;HLA-DQB1;IL13RA2;CXCL14;BRINP2;RCAN2;MCOLN2;APOE;GRIA2;A1BG;S100A3;ENPP2;LCN2;PLAT;TGFB3;HLA-DRB1;SOD3;FTL;RGS3;TDO2;MUC1;OSR1;TNFRSF9;KLK10;PRKCI;LGI2;CDC26;ADAMTS9;PHACTR2;RPS20;PRRX1;FLRT2;CPXM1;IGFBP2;CXCL12;MGMT;RPS29;GAS1;RPL13A;SNX10;KLK7;SEMA5A;RPS11;TOMM7;FAM162A;RPS27;MYL6B;C4orf3","","","","","CONFLICTING_LINEAGE_EVIDENCE",2
"GSE158722","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__4",422,3,3,"P24_Post-treatment",0.983412322274881,"Fibroblast","high","COL3A1;PDGFRA;COL1A1;COL1A2","Plasma_cell","Non_cycling","",932,"READY_FOR_ANNOTATION",FALSE,"TSLP;IL33;SMIM3;RGCC;PI3;PTX3;HSD11B1;C11orf96;IRX3;APOC1;CXCL3;FST;PTGS2;PILRA;TNFAIP6;PPP1R14C;TET3;CHST11;CCL7;G0S2","TSLP;IL33;SMIM3;RGCC;PI3;PTX3;HSD11B1;C11orf96;IRX3;APOC1;CXCL3;FST;PTGS2;PILRA;TNFAIP6;PPP1R14C;TET3;CHST11;CCL7;G0S2;SERPINF1;XYLT1;RRAD;CCDC71L;SERPINB4;ANGPTL4;HSD3B2;NGF;FN1;PRRX1;ZNF469;IL6;TMEM233;IGFBP3;SERPINB2;DUSP4;SLPI;SLC22A3;SERPINE1;CCL2;SAA2;PRKX;FOXC1;IGFBP7;RFLNB;SLC7A5;SAA4;NFATC2;SLC16A2;SAA1","","","","","SUPPORTED",3
"GSE158722","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__5",306,25,17,"P17_Pre-treatment",0.186274509803922,"Ambiguous","low","CD74","Fibroblast","Non_cycling","",185,"REVIEW_AMBIGUOUS_LINEAGE",FALSE,"CTNNB1;ARPC4;C6orf62;HNRNPH1;HMGA1;MGAT4B;ARCN1;PARP14;PPP1CB;EIF4H;NPEPPS;ARF3;CD82;CD74;IFIT1;RAD21;LGALS8;ZFP36L2;UPK1B;IFIT3","CTNNB1;ARPC4;C6orf62;HNRNPH1;HMGA1;MGAT4B;ARCN1;PARP14;PPP1CB;EIF4H;NPEPPS;ARF3;CD82;CD74;IFIT1;RAD21;LGALS8;ZFP36L2;UPK1B;IFIT3;GNB1;LAMP1;CCNL1;CTSZ;ACTN4;DDAH2;NCKAP1;AFDN;STRAP;SDC4;HDGF;ST3GAL5;NR2F1;MSLN;H1FX;TYMP;HNRNPH3;MLF2;THBS2;GTF3A;MELTF;TOR1AIP2;STAT1;APOL1;SRM;CXADR;TMEM219;PRELID1;COL5A1;VMP1","","","","","INSUFFICIENT_CANONICAL_SUPPORT",1
"GSE158722","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__6",301,18,13,"P04_Time1",0.27906976744186,"Epithelial","moderate","KRT18;KRT19","Fibroblast","Cycling_high","CCNB1;CDC20;CENPF;CCNB2;TOP2A;MKI67;UBE2C;CDK1;STMN1;HMGB2;TYMS;TUBA1B",594,"REVIEW_LINEAGE_CONFLICT",TRUE,"PLK1;CCNB1;CDC20;KIF14;HMMR;CENPF;CENPE;KIF20A;DLGAP5;NEK2;CCNB2;DEPDC1;CENPA;TOP2A;KIF4A;TPX2;CDKN3;NUF2;GTSE1;KIF11","PLK1;CCNB1;CDC20;KIF14;HMMR;CENPF;CENPE;KIF20A;DLGAP5;NEK2;CCNB2;DEPDC1;CENPA;TOP2A;KIF4A;TPX2;CDKN3;NUF2;GTSE1;KIF11;NUSAP1;KIF20B;BUB1;CEP55;CIT;BIRC5;ANLN;PRC1;KNL1;KIF2C;AURKA;MKI67;CDCA3;PBK;PRR11;CDCA2;BUB1B;SPAG5;CCNA2;PIMREG;ASPM;NDC80;PTTG1;SHCBP1;TACC3;FAM83D;KIF23;CKS2;KIFC1;SGO1","","","","","SUPPORTED",1
"GSE158722","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__7",237,11,9,"P24_Post-treatment",0.447257383966245,"Plasma_cell","moderate","DERL3;SDC1","Endothelial","Cycling_high","TYMS;CDK1;PCNA;HMGB2;MKI67;UBE2C;TOP2A;STMN1;CENPF;CCNB2;TUBA1B;CDC20",1663,"REVIEW_LINEAGE_CONFLICT",TRUE,"E2F7;CCNE2;ESCO2;FAM111B;CDC45;HIST1H1A;RAD54L;CLSPN;MCM10;ZNF367;RRM2;HIST1H1B;PKMYT1;EXO1;TCF19;ERCC6L;DTL;CDC25A;BRIP1;BLM","E2F7;CCNE2;ESCO2;FAM111B;CDC45;HIST1H1A;RAD54L;CLSPN;MCM10;ZNF367;RRM2;HIST1H1B;PKMYT1;EXO1;TCF19;ERCC6L;DTL;CDC25A;BRIP1;BLM;CENPU;CDT1;GINS2;WDR76;PAQR4;DNA2;ASF1B;MND1;ORC1;XRCC2;RMI2;HELLS;ATAD5;SLFN13;C21orf58;BRCA1;DDIAS;TYMS;E2F1;POLQ;UBE2T;CDK1;CHAF1A;PSMC3IP;EZH2;CENPM;SKA1;MCM5;CDC6;ORC6","","","","","SUPPORTED",1
"GSE158722","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__8",96,8,8,"P24_Post-treatment",0.5,"Ambiguous","low","","T_cell","Non_cycling","",297,"REVIEW_AMBIGUOUS_LINEAGE",FALSE,"DKK1;GDF15;P2RX7;TRIB3;PSAT1;TMEM217;VNN3;C15orf48;ALKAL2;SESN2;ASNS;AMPD3;BBC3;IRS2;DDIT3;MARCH9;TNFRSF11B;OSBPL8;MT1G;ATF3","DKK1;GDF15;P2RX7;TRIB3;PSAT1;TMEM217;VNN3;C15orf48;ALKAL2;SESN2;ASNS;AMPD3;BBC3;IRS2;DDIT3;MARCH9;TNFRSF11B;OSBPL8;MT1G;ATF3;MT1H;MAP3K7CL;SLC7A5;GDF5;RUBCNL;CYP1B1;PIK3IP1;NAV2;IFIT2;RRAD;PCK2;FBXO32;CDKN2B;CHI3L2;FRY;FILIP1L;HIST1H2AC;SLC3A2;PLEKHF1;TBX3;OCLN;BAMBI;RUNX2;SLFN5;FADS3;DDIT4;MOSPD1;SHC2;SQSTM1;SLC30A1","","","","","INSUFFICIENT_CANONICAL_SUPPORT",0
"GSE158722","Fibroblast","A_uncorrected","Fibroblast__A_uncorrected__9",89,6,4,"P08_Time3",0.303370786516854,"Epithelial","moderate","CLDN4;CLDN3;MUC1","Fibroblast","Non_cycling","",84,"REVIEW_LINEAGE_CONFLICT",TRUE,"FOSB;ENO2;NR4A1;FOS;BTG2;ATF3;NDRG1;IRF1;JUN;CLK1;EGR1;CLDN4;TRIB1;GOLGA8B;CLDN3;CCNL1;VEGFA;PPP1R15A;PLK3;HLA-DQB1","FOSB;ENO2;NR4A1;FOS;BTG2;ATF3;NDRG1;IRF1;JUN;CLK1;EGR1;CLDN4;TRIB1;GOLGA8B;CLDN3;CCNL1;VEGFA;PPP1R15A;PLK3;HLA-DQB1;TNFAIP3;HSPA1A;MUC1;KLF6;POSTN;WSB1;MAML2;HLA-DRB5;NFKBIZ;CHD2;RSRP1;VMP1;SLC25A36;CDON;MCL1;RNMT;RHOB;MED13L;TRA2B;ZFP36L1;DUSP1;RND3;COL18A1;SREK1;ZFP36L2;JUND;TEAD1;GLS;H1FX;DST","","","","","SUPPORTED",1
"GSE158722","Myeloid","A_uncorrected","Myeloid__A_uncorrected__0",1407,9,7,"P07_Time2",0.975124378109453,"Myeloid","high","CTSD;C1QA;C1QB;AIF1;SPP1;TYROBP","Plasma_cell","Non_cycling","",57,"READY_FOR_ANNOTATION",FALSE,"MARCO;CALR;TIMP1;RNASE1;AP2M1;CTSD;BCL2A1;CD99;C1QA;C1QB;SET;IFI6;LY6E;AIF1;BLVRA;BLVRB;IFITM3;FTL;EIF5A;CTSA","MARCO;CALR;TIMP1;RNASE1;AP2M1;CTSD;BCL2A1;CD99;C1QA;C1QB;SET;IFI6;LY6E;AIF1;BLVRA;BLVRB;IFITM3;FTL;EIF5A;CTSA;FN1;TUBA1C;SPP1;PPP1CA;TAGLN2;IFI35;FKBP8;UBE2L6;LGALS1;PDIA6;BAX;TYROBP;HLA-C;FLOT1;UCP2;PSME2;YWHAE;HNRNPH1;BSG;LILRB4;DHRS3;LAMP1;ATOX1;SSR4;BCAP31;CFL1;GNB2;S100A10;COX5B;DRAP1","","","","","SUPPORTED",1
"GSE158722","Myeloid","A_uncorrected","Myeloid__A_uncorrected__1",934,10,7,"P07_Time2",0.938972162740899,"Myeloid","moderate","CTSS;LYZ;SPP1","NK_cell","Non_cycling","",348,"READY_FOR_ANNOTATION",FALSE,"FFAR2;SNX18;CCL2;LILRB1;IL1B;BACH1;BCL6;HPSE;TNFAIP3;CXCL10;CD300E;FPR1;APOBEC3A;H1F0;VCAN;MPEG1;DEFB1;PTGER2;CCL8;CCDC71L","FFAR2;SNX18;CCL2;LILRB1;IL1B;BACH1;BCL6;HPSE;TNFAIP3;CXCL10;CD300E;FPR1;APOBEC3A;H1F0;VCAN;MPEG1;DEFB1;PTGER2;CCL8;CCDC71L;RCBTB2;RAB32;ASGR1;AGFG1;TOR1B;NCF1;PYURF;DSE;RNF19B;ADM;C3AR1;RASSF2;CD93;SLC25A37;TNFAIP8;RFLNB;LILRA5;B4GALT5;KLF13;TMEM167A;SELL;DUSP6;FAM49A;TLR1;RGL1;EML4;NT5C2;PIM1;MYO1G;HERC5","","","","","SUPPORTED",1
"GSE158722","Myeloid","A_uncorrected","Myeloid__A_uncorrected__2",381,24,17,"P07_Time1",0.719160104986877,"Myeloid","high","C1QC;APOE;C1QB;C1QA;MS4A7;TREM2","B_cell","Non_cycling","",1095,"READY_FOR_ANNOTATION",FALSE,"SELENOP;NUPR1;PDK4;RND3;GPR155;HSPA1A;CXADR;TSPAN13;CD28;DST;FOSB;A2M;ABHD5;COLEC12;SCD;NR4A2;BHLHE41;EPB41L2;C1QC;SLC12A7","SELENOP;NUPR1;PDK4;RND3;GPR155;HSPA1A;CXADR;TSPAN13;CD28;DST;FOSB;A2M;ABHD5;COLEC12;SCD;NR4A2;BHLHE41;EPB41L2;C1QC;SLC12A7;DNAJB1;APOE;RASGRP3;FRMD4A;HSPH1;PDE4DIP;ATP1B1;STARD4;SLC1A3;TMEM140;C2;ABCC3;CTTNBP2NL;RGS1;HERC4;FRMD4B;CYP27A1;SLC2A5;TFRC;ZNF331;FOLR2;OGT;SGK1;EGR2;NR4A1;KLF2;TBC1D2B;CLIP4;MAF;RHOB","","","","","SUPPORTED",3
"GSE158722","Myeloid","A_uncorrected","Myeloid__A_uncorrected__3",328,10,8,"P07_Time2",0.823170731707317,"B_cell","moderate","HLA-DRA;CD74","Dendritic","Cycling_possible","TUBA1B",106,"REVIEW_LINEAGE_CONFLICT",TRUE,"HLA-DQA2;HLA-DPB1;HLA-DQA1;HLA-DPA1;CKLF;PPA1;ALOX5AP;HLA-DQB1;CAPG;RPL26;RPL10A;HLA-DRB5;HLA-DRB1;HLA-DMA;PLAC8;RPL23A;EIF3K;RPS13;RPS27;RPS7","HLA-DQA2;HLA-DPB1;HLA-DQA1;HLA-DPA1;CKLF;PPA1;ALOX5AP;HLA-DQB1;CAPG;RPL26;RPL10A;HLA-DRB5;HLA-DRB1;HLA-DMA;PLAC8;RPL23A;EIF3K;RPS13;RPS27;RPS7;HLA-DRA;CST3;RPL35A;RPL11;RPS4X;RPL30;RPL18A;RPL34;RPS10;RPL10;RPL21;RPS12;RPL5;RPS23;RPS5;RPL29;RPL3;RPL19;RPS18;RPS15A;RPL7A;RPS2;RPS3A;RPS14;RPS9;RPL15;CD74;RPS25;RPS15;RPS6","","","","","SUPPORTED",1
"GSE158722","Myeloid","A_uncorrected","Myeloid__A_uncorrected__4",305,8,6,"P07_Time1",0.957377049180328,"B_cell","moderate","CD83;CD74;HLA-DRA","Myeloid","Non_cycling","",907,"REVIEW_LINEAGE_CONFLICT",TRUE,"NR4A1;NR4A3;EGR3;ZNF331;HBEGF;IL10;NR4A2;AREG;RGS2;MMP19;EGR2;SDS;VEGFA;FOSB;ATF3;IL1RN;EGR1;EREG;THBD;RGS1","NR4A1;NR4A3;EGR3;ZNF331;HBEGF;IL10;NR4A2;AREG;RGS2;MMP19;EGR2;SDS;VEGFA;FOSB;ATF3;IL1RN;EGR1;EREG;THBD;RGS1;ZFP36L2;RHOB;CD69;PDK4;FOS;SGK1;GPR183;TFRC;PLA2G7;CCNH;MAT2A;HES4;CXCR4;TMEM170B;PHACTR1;GK;FOSL2;NFIL3;PHLDA1;SERINC5;CREM;FAM102B;TGIF1;DUSP1;HERPUD1;MCL1;SH3BP5;CBWD2;SATB1;CSRNP1","","","","","SUPPORTED",2
"GSE158722","Myeloid","A_uncorrected","Myeloid__A_uncorrected__5",171,4,3,"P07_Time2",0.970760233918129,"Epithelial","high","EPCAM;KRT18;MUC1;WFDC2;KRT8;KRT19","T_cell","Non_cycling","",31,"REVIEW_LINEAGE_CONFLICT",TRUE,"LCN2;PDZK1IP1;ELF3;IGFBP2;BCAM;EPCAM;SLPI;KRT18;MUC1;WFDC2;KRT8;LRRC75A;KRT19;SDC4;SPINT2;MT1E;YWHAE;IFI27;RPL14;RPS27A","LCN2;PDZK1IP1;ELF3;IGFBP2;BCAM;EPCAM;SLPI;KRT18;MUC1;WFDC2;KRT8;LRRC75A;KRT19;SDC4;SPINT2;MT1E;YWHAE;IFI27;RPL14;RPS27A;RPL8;RPS3;RPSA;RPS29;RPS18;RPS16;RPL15;RPS12;RPL32;RPL37;LY6E","","","","","SUPPORTED",0
"GSE158722","Myeloid","A_uncorrected","Myeloid__A_uncorrected__6",78,1,1,"P04_Time3",1,"Myeloid","moderate","LGALS3;LYZ","Endothelial","Cycling_possible","PCNA;HMGB2",923,"READY_FOR_ANNOTATION",FALSE,"SLC7A11;SERPINB2;MET;HEY1;NEU4;PRDM8;HCAR3;SPSB1;FGFR1;NRIP3;IRS2;THRA;CXCL8;SMOX;DUSP10;CD109;IL3RA;THAP2;IFITM10;SLC25A34","SLC7A11;SERPINB2;MET;HEY1;NEU4;PRDM8;HCAR3;SPSB1;FGFR1;NRIP3;IRS2;THRA;CXCL8;SMOX;DUSP10;CD109;IL3RA;THAP2;IFITM10;SLC25A34;SPRY2;KLHL21;RUNX3;GCLC;DHRS9;SDC2;RGCC;MAP4K3;SLC38A1;TMEM158;RFX2;AREG;EREG;BASP1;JAG1;TMEM70;SLC26A11;CHKA;RNF24;S100A12;LGALS3;ZNF668;USP38;SLC1A4;PPP1R15A;RB1CC1;ITGB8;BPGM;FEM1C;NEDD4L","","","","","SUPPORTED",1
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__0",725,1,1,"P04_Time3",1,"Mixed_or_doublet","moderate","CD3G;ITK;CD3D","B_cell","Cycling_possible","HMGB2",544,"REVIEW_MIXED_OR_DOUBLET",TRUE,"POU3F1;PARD6G;ST8SIA1;IFNG;FAM160B1;PELO;CD8B;HLA-DRB1;FAM102A;PDE4DIP;CXCR3;F2R;HAUS3;PMAIP1;ITM2C;DUSP4;PPP1R16B;SLC30A1;ODC1;CCDC6","POU3F1;PARD6G;ST8SIA1;IFNG;FAM160B1;PELO;CD8B;HLA-DRB1;FAM102A;PDE4DIP;CXCR3;F2R;HAUS3;PMAIP1;ITM2C;DUSP4;PPP1R16B;SLC30A1;ODC1;CCDC6;SAP30;FABP5;CD8A;IL6ST;GGA2;HLA-DRA;MT1E;TLE3;PDCL3;CNBD2;HERPUD1;MT1F;YARS;UBL3;LDLRAD4;ARHGEF7;UHRF2;ERN1;SYNJ2;B4GALT5;TSPYL2;SYAP1;GCHFR;DUSP10;STX11;KRT10;TBC1D2B;TNFAIP3;TUBA4A;LYAR","","","","","CONFLICTING_LINEAGE_EVIDENCE",2
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__1",570,8,6,"P07_Time1",0.924561403508772,"NK_cell","high","KLRC1;XCL1;XCL2;GNLY;KLRF1;KLRD1;CTSW;PRF1;NKG7","Myeloid","Non_cycling","",710,"READY_FOR_ANNOTATION",FALSE,"ITGAX;KLRC1;ADGRG3;XCL1;IL2RB;ATP8B4;STARD3NL;LAT2;FCER1G;XCL2;NCAM1;CD160;CD38;RNF165;TYROBP;NDFIP2;SH2D1B;CAPN12;TXK;TNFRSF18","ITGAX;KLRC1;ADGRG3;XCL1;IL2RB;ATP8B4;STARD3NL;LAT2;FCER1G;XCL2;NCAM1;CD160;CD38;RNF165;TYROBP;NDFIP2;SH2D1B;CAPN12;TXK;TNFRSF18;RAB37;CD300A;SLC16A3;GNLY;KLRC4;TMIGD2;CCR1;CLIC3;IGFBP2;MCTP2;KLRF1;NCR3;HOPX;IFITM3;PYCARD;AOAH;APOBEC3G;AREG;BST2;KLRB1;MRPS6;DHRS3;MPST;ILK;PTGDR;MATK;KLRD1;GLIPR2;CD151;FAM3C","","","","","SUPPORTED",4
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__2",487,18,14,"P07_Time1",0.714579055441479,"T_cell","high","IL7R;LTB;CD3D;CD3G;LCK;BCL11B;CD3E;CD2;GIMAP7","Myeloid","Non_cycling","",245,"READY_FOR_ANNOTATION",FALSE,"IL7R;KLRG1;GPR171;CD84;TRADD;LTB;GIMAP4;CD3D;NOSIP;RIPOR2;SELL;CD3G;ANXA6;CLEC2D;LAG3;GPR155;TIMP1;ICAM2;LCK;CD8A","IL7R;KLRG1;GPR171;CD84;TRADD;LTB;GIMAP4;CD3D;NOSIP;RIPOR2;SELL;CD3G;ANXA6;CLEC2D;LAG3;GPR155;TIMP1;ICAM2;LCK;CD8A;JUNB;DDX60;MYBL1;CASP1;IL32;GIMAP1;ARHGAP15;GPR183;RGS1;CD27;TNFRSF1B;PRMT1;MX2;IFIT2;CCDC107;IFI27;GPSM3;ARPC1B;GBP1;DDX60L;BCL11B;ATP1A1;PRKCB;ADD3;RBL2;BIRC3;PPM1K;CLNS1A;MGST3;PARP10","","","","","SUPPORTED",1
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__3",328,1,1,"P04_Time3",1,"Ambiguous","low","XBP1","Epithelial","Non_cycling","",598,"REVIEW_AMBIGUOUS_LINEAGE",FALSE,"MAL;IRS2;MT1X;FURIN;TNFSF8;SESN3;CHD7;KDSR;CITED4;OSBPL10;LEF1;NPDC1;RIC3;FBXO32;SNX9;DNAJB9;NOP16;TP53BP2;RGS16;CISH","MAL;IRS2;MT1X;FURIN;TNFSF8;SESN3;CHD7;KDSR;CITED4;OSBPL10;LEF1;NPDC1;RIC3;FBXO32;SNX9;DNAJB9;NOP16;TP53BP2;RGS16;CISH;MT1G;CD4;PCGF5;MT1E;AQP3;MT2A;TNFRSF25;PELI1;GNL3;S1PR1;TRAT1;POLR3H;SERINC5;CMTM6;RNF145;TMEM173;MXI1;SYNJ2;WDR43;YPEL2;CBFB;DDX21;CORO1B;CHMP7;NOLC1;RPL4;BCL2;ARHGAP5;RPL37;TPT1","","","","","INSUFFICIENT_CANONICAL_SUPPORT",0
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__4",262,1,1,"P04_Time3",1,"NK_cell","high","FGFBP2;KLRD1;PRF1;CTSW;NKG7","Plasma_cell","Cycling_possible","TUBA1B",221,"READY_FOR_ANNOTATION",FALSE,"FGFBP2;TLE1;SPON2;AKR1C3;N4BP3;CEBPD;PTPRE;ZBTB16;VAV3;NR1D2;MGAT4A;GLUL;SMAD7;BHLHE40;SNX18;KLF3;AREG;OGFRL1;SKI;ZBTB43","FGFBP2;TLE1;SPON2;AKR1C3;N4BP3;CEBPD;PTPRE;ZBTB16;VAV3;NR1D2;MGAT4A;GLUL;SMAD7;BHLHE40;SNX18;KLF3;AREG;OGFRL1;SKI;ZBTB43;MEX3C;LUZP1;KLF9;PSME4;NPC1;GADD45B;MAPK1;ANKRD28;ZEB2;FKBP11;FOXN3;FNIP1;MYLIP;TFDP2;HMGXB3;SH3BP5;KLF13;GMCL1;DUSP10;MGAT1;UPP1;DDIT3;ZNF335;COG3;SLC6A6;BCL9L;UBE2Q2;PLEC;MAP2K7;MAP1LC3B","","","","","SUPPORTED",2
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__5",119,7,7,"P23_Post-treatment",0.907563025210084,"Epithelial","high","WFDC2;EPCAM;CLDN3;KRT7;KRT18;MUC1;KRT8;KRT19","NK_cell","Non_cycling","",89,"REVIEW_LINEAGE_CONFLICT",TRUE,"S100A9;RBP1;WFDC2;SLPI;EPCAM;BCAT1;MDK;MAL2;CLDN3;CD9;APP;KRT7;KRT18;MUC1;KRT8;KRT19;CST3;SPINT2;CTSZ;IGFBP2","S100A9;RBP1;WFDC2;SLPI;EPCAM;BCAT1;MDK;MAL2;CLDN3;CD9;APP;KRT7;KRT18;MUC1;KRT8;KRT19;CST3;SPINT2;CTSZ;IGFBP2;FKBP2;C1orf162;MRPL51;FCER1G;NDUFS6;HSBP1;SSR4;HIST1H4C;GSTP1;BCAP31;CMC1;RPL13A;XCL1;NDUFB2;XCL2;S100A11;IFITM2;KLRC1;EIF3G;S100A6;TYROBP;RPS20;RPS26;RPL31;RPL7;KLRD1;PABPC1;RPS11;TOMM7;NKG7","","","","","SUPPORTED",6
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__6",107,9,6,"P07_Time1",0.785046728971963,"Ambiguous","low","","T_cell","Non_cycling","",46,"REVIEW_AMBIGUOUS_LINEAGE",FALSE,"RTKN2;IL2RA;IKZF2;FOXP3;NABP1;NFAT5;SPATS2L;DDX60L;TNFRSF1B;CYB5B;LENG8;VPS13C;PARP14;SLFN12L;TRIM38;ANKRD44;ATF7IP;IFI44L;BATF;TRIM14","RTKN2;IL2RA;IKZF2;FOXP3;NABP1;NFAT5;SPATS2L;DDX60L;TNFRSF1B;CYB5B;LENG8;VPS13C;PARP14;SLFN12L;TRIM38;ANKRD44;ATF7IP;IFI44L;BATF;TRIM14;CLEC2D;ASH1L;ATRX;MAF;LPP;PHACTR2;DDX17;CELF1;SMCHD1;RASGRP1;VMP1;IFI27;ODF2L;FYB1;SAT1;MX2;SAMHD1;SYNE2;SELL;IFI44;SAMD9L;RORA;USP15;NKTR;N4BP2L2;PTPRC","","","","","INSUFFICIENT_CANONICAL_SUPPORT",0
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__7",87,2,1,"P07_Time1",0.701149425287356,"NK_cell","high","FCGR3A;KLRF1;PRF1;GNLY;NKG7;KLRD1;FGFBP2","Myeloid","Non_cycling","",120,"READY_FOR_ANNOTATION",FALSE,"MYOM2;PTGDS;FCGR3A;AKR1C3;PRSS23;GZMB;IGFBP7;SPON2;KLRF1;ANXA4;GK5;RNF165;ADGRG1;SH2D1B;PRF1;IFIT3;PLAC8;CLIC3;TTC38;ICAM2","MYOM2;PTGDS;FCGR3A;AKR1C3;PRSS23;GZMB;IGFBP7;SPON2;KLRF1;ANXA4;GK5;RNF165;ADGRG1;SH2D1B;PRF1;IFIT3;PLAC8;CLIC3;TTC38;ICAM2;CD79B;PATL2;SYTL2;YPEL1;IFIT1;HAVCR2;GNLY;CD38;HIST1H1E;CD300A;TYROBP;DECR1;LAT2;DCXR;METRNL;CST7;ALOX5AP;IFI35;AOAH;HSH2D;EFHD2;NKG7;IFITM3;IFI6;IFIT2;BAX;TPST2;KLRD1;MYBL1;ISG15","","","","","SUPPORTED",3
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__8",53,1,1,"P04_Time3",1,"T_cell","moderate","LTB;CD247;CD3D","B_cell","Non_cycling","",286,"READY_FOR_ANNOTATION",FALSE,"PMCH;LAYN;ZG16B;ZC2HC1A;FOXP3;MYB;LAIR2;IKZF4;PHLDA2;GADD45A;COL9A2;ERI1;IL2RA;TOX2;ICA1;HLA-DQA2;SGK1;GEN1;DGKE;SLC26A11","PMCH;LAYN;ZG16B;ZC2HC1A;FOXP3;MYB;LAIR2;IKZF4;PHLDA2;GADD45A;COL9A2;ERI1;IL2RA;TOX2;ICA1;HLA-DQA2;SGK1;GEN1;DGKE;SLC26A11;HLA-DQA1;PRNP;CCNG2;HAPLN3;TNFRSF9;SLC37A3;HLA-DQB1;FAM126A;SETD7;FXYD1;MAGEH1;STX11;HPGD;CMTM6;ZNF821;SLC35E3;ST8SIA4;GNAQ;NPDC1;BATF;BARD1;CTLA4;SLAMF1;STAM;LTB;PHTF2;HLA-DRB1;SLC1A4;MAP4K4;RHBDD2","","","","","SUPPORTED",2
"GSE158722","T_NK","A_uncorrected","T_NK__A_uncorrected__9",29,1,1,"P04_Time3",1,"B_cell","high","CD22;CD79A;MS4A1;TNFRSF13C;BANK1;CD83;CD79B;HLA-DRA;CD74","Epithelial","Non_cycling","",176,"REVIEW_LINEAGE_CONFLICT",TRUE,"CD22;CD79A;MS4A1;TNFRSF13C;COBLL1;BCL11A;BANK1;BASP1;ICOSLG;SWAP70;IRF8;BLK;HHEX;NEIL1;PHACTR1;CD83;GNA12;TCF4;RIPOR1;YBX3","CD22;CD79A;MS4A1;TNFRSF13C;COBLL1;BCL11A;BANK1;BASP1;ICOSLG;SWAP70;IRF8;BLK;HHEX;NEIL1;PHACTR1;CD83;GNA12;TCF4;RIPOR1;YBX3;CHPT1;RALGPS2;BCL7A;SETBP1;ABCA1;IFNGR2;FAM43A;PAWR;TMEM38B;CXXC5;HLA-DMB;ZNF821;MKNK2;CD79B;PRR7;BHLHE41;PRKCE;TLE1;LYN;CNR2;ID3;HLA-DRA;TOR3A;RGS2;NDUFAF6;USP12;IFT57;TTC7A;FXYD7;TAPT1","","","","","SUPPORTED",0
"GSE158722","Unresolved_review","A_uncorrected","Unresolved_review__A_uncorrected__0",813,13,10,"P07_Time2",0.944649446494465,"Myeloid","high","APOE;CD14;SPP1;TYROBP;FCER1G;AIF1;LYZ;CTSD;CTSS","Epithelial","Cycling_possible","UBE2C;TUBA1B",164,"REVIEW_UNRESOLVED_LINEAGE",FALSE,"APOBEC3A;APOE;FCN1;CD14;SPP1;FCGR3A;S100A9;MARCO;S100A8;LRRC75A;PDZK1IP1;SAA1;SLC34A2;CD163;UBE2C;FABP5;TYROBP;CTSL;RNASE1;MAFB","APOBEC3A;APOE;FCN1;CD14;SPP1;FCGR3A;S100A9;MARCO;S100A8;LRRC75A;PDZK1IP1;SAA1;SLC34A2;CD163;UBE2C;FABP5;TYROBP;CTSL;RNASE1;MAFB;CD68;CCL2;LY6E;BCAM;FCER1G;FTL;AIF1;WFDC2;SLC40A1;LYZ;GLUL;LCN2;IFI27;UBE2S;KCTD12;SDC4;SRGN;CTSD;S100A11;MAF1;IFI6;YBX1;ITGB2;YWHAE;CYC1;ISG15;MYL9;CTSZ;BRI3;USP1","","","","","SUPPORTED",4
